,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,688,92,688,(X)
Estimate Households By Type Total Households Married-Couple Household,315,84,45.8,10.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,81,51,11.8,7.2
Estimate Households By Type Total Households Cohabiting Couple Household,0,13,0.0,5.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,5.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",56,43,8.1,6.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,5.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",56,43,8.1,6.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",49,38,7.1,5.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",317,91,46.1,11.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",24,37,3.5,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",175,59,25.4,7.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",127,46,18.5,6.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,105,65,15.3,8.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,388,77,56.4,9.7
Estimate Households By Type Total Households Average Household Size,2.09,0.28,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.60,0.41,(X),(X)
Estimate Relationship Population In Households,1439,231,1439,(X)
Estimate Relationship Population In Households Householder,688,92,47.8,6.3
Estimate Relationship Population In Households Spouse,287,74,19.9,4.6
Estimate Relationship Population In Households Unmarried Partner,0,13,0.0,2.7
Estimate Relationship Population In Households Child,285,116,19.8,6.6
Estimate Relationship Population In Households Other Relatives,89,99,6.2,6.5
Estimate Relationship Population In Households Other Nonrelatives,90,91,6.3,6.3
Estimate Marital Status Males 15 Years And Over,622,249,622,(X)
Estimate Marital Status Males 15 Years And Over Never Married,266,216,42.8,18.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",289,76,46.5,15.2
Estimate Marital Status Males 15 Years And Over Separated,15,23,2.4,3.8
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,6.2
Estimate Marital Status Males 15 Years And Over Divorced,52,36,8.4,6.9
Estimate Marital Status Females 15 Years And Over,866,173,866,(X)
Estimate Marital Status Females 15 Years And Over Never Married,286,150,33.0,12.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",313,83,36.1,11.6
Estimate Marital Status Females 15 Years And Over Separated,7,11,0.8,1.2
Estimate Marital Status Females 15 Years And Over Widowed,102,48,11.8,5.8
Estimate Marital Status Females 15 Years And Over Divorced,158,69,18.2,7.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,18,30,18,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,77.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,154,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",60,84,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,1000,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",85,114,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,369,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
