,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2896,296,2896,(X)
Estimate Households By Type Total Households Married-Couple Household,1360,185,47.0,4.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,262,87,9.0,3.0
Estimate Households By Type Total Households Cohabiting Couple Household,122,69,4.2,2.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,77,53,2.7,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",443,135,15.3,4.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",10,17,0.3,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",250,101,8.6,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",125,62,4.3,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",971,185,33.5,5.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",73,57,2.5,2.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",762,165,26.3,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",573,134,19.8,4.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,463,108,16.0,3.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1673,216,57.8,5.5
Estimate Households By Type Total Households Average Household Size,2.21,0.15,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.79,0.17,(X),(X)
Estimate Relationship Population In Households,6393,639,6393,(X)
Estimate Relationship Population In Households Householder,2896,296,45.3,3.2
Estimate Relationship Population In Households Spouse,1395,191,21.8,2.3
Estimate Relationship Population In Households Unmarried Partner,133,77,2.1,1.2
Estimate Relationship Population In Households Child,1464,301,22.9,3.7
Estimate Relationship Population In Households Other Relatives,268,138,4.2,2.1
Estimate Relationship Population In Households Other Nonrelatives,237,151,3.7,2.2
Estimate Marital Status Males 15 Years And Over,2722,390,2722,(X)
Estimate Marital Status Males 15 Years And Over Never Married,809,282,29.7,7.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1488,203,54.7,8.4
Estimate Marital Status Males 15 Years And Over Separated,14,21,0.5,0.8
Estimate Marital Status Males 15 Years And Over Widowed,113,67,4.2,2.4
Estimate Marital Status Males 15 Years And Over Divorced,298,140,10.9,4.5
Estimate Marital Status Females 15 Years And Over,3037,318,3037,(X)
Estimate Marital Status Females 15 Years And Over Never Married,523,183,17.2,5.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1533,222,50.5,5.9
Estimate Marital Status Females 15 Years And Over Separated,58,50,1.9,1.7
Estimate Marital Status Females 15 Years And Over Widowed,494,158,16.3,4.7
Estimate Marital Status Females 15 Years And Over Divorced,429,129,14.1,4.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,92,83,92,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",35,51,38.0,46.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",78,105,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",97,83,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,270,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",154,159,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",87,115,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,84,68,84,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,7,11,8.3,15.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,35.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,35.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,35.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,7,11,8.3,15.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,7,11,7,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,7,11,100.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,861,215,861,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",101,64,11.7,6.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,98,99,11.4,10.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),304,127,35.3,11.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),161,112,18.7,12.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,197,87,22.9,9.5
Estimate Educational Attainment Population 25 Years And Over,5312,534,5312,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,85,89,1.6,1.6
