,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,315,103,315,(X)
Estimate Households By Type Total Households Married-Couple Household,168,91,53.3,22.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,121,71,38.4,20.1
Estimate Households By Type Total Households Cohabiting Couple Household,28,39,8.9,12.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,28,39,8.9,12.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",99,79,31.4,22.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",35,41,11.1,13.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",8,14,2.5,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,11.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",20,30,6.3,9.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",14,29,4.4,9.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",6,9,1.9,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,11.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,198,91,62.9,25.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,56,69,17.8,20.1
Estimate Households By Type Total Households Average Household Size,3.41,0.44,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.42,0.46,(X),(X)
Estimate Relationship Population In Households,1075,381,1075,(X)
Estimate Relationship Population In Households Householder,315,103,29.3,3.8
Estimate Relationship Population In Households Spouse,165,87,15.3,6.1
Estimate Relationship Population In Households Unmarried Partner,33,46,3.1,4.3
Estimate Relationship Population In Households Child,444,198,41.3,11.9
Estimate Relationship Population In Households Other Relatives,118,147,11.0,12.7
Estimate Relationship Population In Households Other Nonrelatives,0,13,0.0,3.6
Estimate Marital Status Males 15 Years And Over,1580,331,1580,(X)
Estimate Marital Status Males 15 Years And Over Never Married,681,233,43.1,8.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",523,154,33.1,6.5
Estimate Marital Status Males 15 Years And Over Separated,43,44,2.7,2.7
Estimate Marital Status Males 15 Years And Over Widowed,32,29,2.0,1.8
Estimate Marital Status Males 15 Years And Over Divorced,301,127,19.1,9.3
Estimate Marital Status Females 15 Years And Over,441,171,441,(X)
Estimate Marital Status Females 15 Years And Over Never Married,185,130,42.0,20.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",243,107,55.1,20.1
Estimate Marital Status Females 15 Years And Over Separated,5,11,1.1,2.4
Estimate Marital Status Females 15 Years And Over Widowed,2,6,0.5,1.3
Estimate Marital Status Females 15 Years And Over Divorced,6,9,1.4,2.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,9,17,9,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",2,6,22.2,77.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",12,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",32,65,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,327,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",24,78,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",67,184,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,459,232,459,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,8.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,8.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),177,139,38.6,23.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),138,116,30.1,22.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,144,98,31.4,11.1
Estimate Educational Attainment Population 25 Years And Over,1758,359,1758,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,49,41,2.8,2.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",101,57,5.7,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),506,203,28.8,7.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",334,136,19.0,7.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,150,75,8.5,4.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,420,200,23.9,9.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,198,113,11.3,6.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1608,356,91.5,4.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,618,196,35.2,9.3
Estimate Veteran Status Civilian Population 18 Years And Over,1901,381,1901,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,171,101,9.0,4.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1182,368,1182,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,7,15,0.6,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,344,155,344,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,2,5,0.6,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,694,254,694,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,5,10,0.7,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,144,158,144,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,0,13,0.0,23.9
Estimate Residence 1 Year Ago Population 1 Year And Over,2245,414,2245,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1544,417,68.8,9.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),701,197,31.2,9.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,666,211,29.7,10.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,488,195,21.7,8.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,178,70,7.9,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,65,45,2.9,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,113,69,5.0,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,35,37,1.6,1.7
Estimate Place Of Birth Total Population,2245,414,2245,(X)
Estimate Place Of Birth Total Population Native,1767,319,78.7,8.6
Estimate Place Of Birth Total Population Native Born In United States,1702,329,75.8,9.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,845,299,37.6,9.4
Estimate Place Of Birth Total Population Native Born In United States Different State,857,196,38.2,10.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",65,55,2.9,2.5
Estimate Place Of Birth Total Population Foreign Born,478,233,21.3,8.6
