,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,708,83,708,(X)
Estimate Households By Type Total Households Married-Couple Household,375,44,53.0,8.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,99,30,14.0,4.4
Estimate Households By Type Total Households Cohabiting Couple Household,61,26,8.6,3.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,17,14,2.4,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",79,29,11.2,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",13,16,1.8,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",50,21,7.1,3.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",19,14,2.7,2.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",193,81,27.3,9.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",30,17,4.2,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",118,71,16.7,8.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",94,71,13.3,9.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,183,44,25.8,6.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,357,75,50.4,6.6
Estimate Households By Type Total Households Average Household Size,2.51,0.22,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.83,0.19,(X),(X)
Estimate Relationship Population In Households,1778,174,1778,(X)
Estimate Relationship Population In Households Householder,708,83,39.8,3.4
Estimate Relationship Population In Households Spouse,369,39,20.8,2.9
Estimate Relationship Population In Households Unmarried Partner,61,24,3.4,1.3
Estimate Relationship Population In Households Child,424,92,23.8,3.9
Estimate Relationship Population In Households Other Relatives,85,36,4.8,1.9
Estimate Relationship Population In Households Other Nonrelatives,131,74,7.4,3.9
Estimate Marital Status Males 15 Years And Over,741,76,741,(X)
Estimate Marital Status Males 15 Years And Over Never Married,236,58,31.8,5.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",398,41,53.7,5.8
Estimate Marital Status Males 15 Years And Over Separated,3,5,0.4,0.6
Estimate Marital Status Males 15 Years And Over Widowed,6,6,0.8,0.8
Estimate Marital Status Males 15 Years And Over Divorced,98,31,13.2,4.0
Estimate Marital Status Females 15 Years And Over,797,103,797,(X)
Estimate Marital Status Females 15 Years And Over Never Married,192,58,24.1,6.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",397,42,49.8,7.3
Estimate Marital Status Females 15 Years And Over Separated,26,21,3.3,2.5
Estimate Marital Status Females 15 Years And Over Widowed,51,25,6.4,3.0
Estimate Marital Status Females 15 Years And Over Divorced,131,72,16.4,7.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,13,11,13,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,91.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,204,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",43,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,601,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",35,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",63,79,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,40,37,40,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,26,31,65.0,41.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,52.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,52.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,52.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,26,31,65.0,41.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,26,31,26,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,13,16,50.0,6.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,26,31,100.0,64.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,337,93,337,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",16,15,4.7,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,11,9,3.3,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),167,69,49.6,11.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),73,27,21.7,8.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,70,31,20.8,7.7
Estimate Educational Attainment Population 25 Years And Over,1405,126,1405,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,2.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",58,26,4.1,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),205,55,14.6,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",140,49,10.0,3.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,73,22,5.2,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,344,69,24.5,4.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,585,99,41.6,5.8
