,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,15,13,15,(X)
Estimate Households By Type Total Households Married-Couple Household,15,13,100.0,84.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,0,21,0.0,84.9
Estimate Households By Type Total Households Cohabiting Couple Household,0,21,0.0,84.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,21,0.0,84.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",0,21,0.0,84.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,21,0.0,84.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",0,21,0.0,84.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,21,0.0,84.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",0,21,0.0,84.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,21,0.0,84.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",0,21,0.0,84.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,21,0.0,84.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,0,21,0.0,84.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,5,8,33.3,65.5
Estimate Households By Type Total Households Average Household Size,2.13,0.32,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.13,0.32,(X),(X)
Estimate Relationship Population In Households,32,27,32,(X)
Estimate Relationship Population In Households Householder,15,13,46.9,7.0
Estimate Relationship Population In Households Spouse,17,14,53.1,7.0
Estimate Relationship Population In Households Unmarried Partner,0,21,0.0,58.2
Estimate Relationship Population In Households Child,0,21,0.0,58.2
Estimate Relationship Population In Households Other Relatives,0,21,0.0,58.2
Estimate Relationship Population In Households Other Nonrelatives,0,21,0.0,58.2
Estimate Marital Status Males 15 Years And Over,6666,449,6666,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6649,447,99.7,0.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",16,14,0.2,0.2
Estimate Marital Status Males 15 Years And Over Separated,0,21,0.0,0.6
Estimate Marital Status Males 15 Years And Over Widowed,0,21,0.0,0.6
Estimate Marital Status Males 15 Years And Over Divorced,1,2,0.0,0.1
Estimate Marital Status Females 15 Years And Over,7045,551,7045,(X)
Estimate Marital Status Females 15 Years And Over Never Married,7008,557,99.5,0.5
