,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,7931,567,7931,(X)
Estimate Households By Type Total Households Married-Couple Household,1235,255,15.6,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,253,126,3.2,1.6
Estimate Households By Type Total Households Cohabiting Couple Household,648,152,8.2,2.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,16,16,0.2,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2816,476,35.5,4.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",20,34,0.3,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1852,345,23.4,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",186,88,2.3,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",3232,442,40.8,4.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",25,27,0.3,0.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2348,416,29.6,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",195,107,2.5,1.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,314,134,4.0,1.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,574,137,7.2,1.7
Estimate Households By Type Total Households Average Household Size,1.61,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.26,0.20,(X),(X)
Estimate Relationship Population In Households,12740,1038,12740,(X)
Estimate Relationship Population In Households Householder,7931,567,62.3,2.9
Estimate Relationship Population In Households Spouse,1218,255,9.6,1.7
Estimate Relationship Population In Households Unmarried Partner,679,187,5.3,1.5
Estimate Relationship Population In Households Child,653,317,5.1,2.3
Estimate Relationship Population In Households Other Relatives,115,75,0.9,0.6
Estimate Relationship Population In Households Other Nonrelatives,2144,444,16.8,2.9
Estimate Marital Status Males 15 Years And Over,11120,838,11120,(X)
Estimate Marital Status Males 15 Years And Over Never Married,9380,822,84.4,2.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1477,301,13.3,2.7
Estimate Marital Status Males 15 Years And Over Separated,69,47,0.6,0.4
Estimate Marital Status Males 15 Years And Over Widowed,32,51,0.3,0.5
Estimate Marital Status Males 15 Years And Over Divorced,162,71,1.5,0.6
Estimate Marital Status Females 15 Years And Over,14243,808,14243,(X)
Estimate Marital Status Females 15 Years And Over Never Married,12231,756,85.9,1.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1444,251,10.1,1.7
Estimate Marital Status Females 15 Years And Over Separated,33,44,0.2,0.3
Estimate Marital Status Females 15 Years And Over Widowed,128,69,0.9,0.5
Estimate Marital Status Females 15 Years And Over Divorced,407,157,2.9,1.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,78,60,78,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",18,20,23.1,28.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",1,2,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",6,4,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",2,3,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",8,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",8,13,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,25,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,25,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,25,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,25,-666666666.0,-222222222.0
