,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3444,230,3444,(X)
Estimate Households By Type Total Households Married-Couple Household,1565,204,45.4,4.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,431,120,12.5,3.5
Estimate Households By Type Total Households Cohabiting Couple Household,222,90,6.4,2.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,75,62,2.2,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",668,133,19.4,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",31,45,0.9,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",456,117,13.2,3.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",103,50,3.0,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",989,176,28.7,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",24,25,0.7,0.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",690,161,20.0,4.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",275,76,8.0,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,652,120,18.9,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1389,188,40.3,4.8
Estimate Households By Type Total Households Average Household Size,2.26,0.12,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.87,0.13,(X),(X)
Estimate Relationship Population In Households,7794,641,7794,(X)
Estimate Relationship Population In Households Householder,3444,230,44.2,2.3
Estimate Relationship Population In Households Spouse,1623,219,20.8,2.0
Estimate Relationship Population In Households Unmarried Partner,202,81,2.6,1.1
Estimate Relationship Population In Households Child,1796,263,23.0,2.5
Estimate Relationship Population In Households Other Relatives,464,158,6.0,1.8
Estimate Relationship Population In Households Other Nonrelatives,265,148,3.4,1.8
Estimate Marital Status Males 15 Years And Over,3439,307,3439,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1161,199,33.8,4.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1785,216,51.9,4.8
Estimate Marital Status Males 15 Years And Over Separated,27,30,0.8,0.9
Estimate Marital Status Males 15 Years And Over Widowed,156,80,4.5,2.2
Estimate Marital Status Males 15 Years And Over Divorced,310,88,9.0,2.6
Estimate Marital Status Females 15 Years And Over,3398,307,3398,(X)
Estimate Marital Status Females 15 Years And Over Never Married,973,196,28.6,5.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1701,239,50.1,4.8
Estimate Marital Status Females 15 Years And Over Separated,14,21,0.4,0.6
Estimate Marital Status Females 15 Years And Over Widowed,416,104,12.2,3.0
Estimate Marital Status Females 15 Years And Over Divorced,294,91,8.7,2.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,102,72,102,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,31.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,55,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",80,52,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,217,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",139,102,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",41,49,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,98,62,98,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,11,17,11.2,15.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,32.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,11,17,11.2,15.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,32.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,32.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,11,17,11,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,0.0,99.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,11,17,100.0,99.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1344,275,1344,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",27,34,2.0,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,34,41,2.5,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),514,186,38.2,9.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),350,103,26.0,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,419,137,31.2,7.6
Estimate Educational Attainment Population 25 Years And Over,6148,494,6148,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,165,95,2.7,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",199,81,3.2,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1777,323,28.9,4.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",915,188,14.9,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,537,152,8.7,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1760,265,28.6,4.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,795,211,12.9,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5784,481,94.1,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2555,337,41.6,4.7
Estimate Veteran Status Civilian Population 18 Years And Over,6683,502,6683,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,411,103,6.1,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7856,641,7856,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,950,202,12.1,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1173,225,1173,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,47,41,4.0,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4791,384,4791,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,346,111,7.2,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1892,291,1892,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,557,146,29.4,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,7753,625,7753,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,7172,634,92.5,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),581,218,7.5,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,509,183,6.6,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,138,92,1.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,371,163,4.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,258,147,3.3,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,113,90,1.5,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,72,94,0.9,1.2
Estimate Place Of Birth Total Population,7856,641,7856,(X)
Estimate Place Of Birth Total Population Native,7014,580,89.3,2.7
Estimate Place Of Birth Total Population Native Born In United States,6884,570,87.6,2.9
