,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,9305,355,9305,(X)
Estimate Households By Type Total Households Married-Couple Household,5297,278,56.9,3.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2388,228,25.7,2.7
Estimate Households By Type Total Households Cohabiting Couple Household,446,175,4.8,1.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,117,84,1.3,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1460,344,15.7,3.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",105,113,1.1,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1106,273,11.9,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",396,136,4.3,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2102,369,22.6,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",294,173,3.2,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1375,304,14.8,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",901,266,9.7,2.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3127,276,33.6,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3264,359,35.1,3.4
Estimate Households By Type Total Households Average Household Size,2.56,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.14,0.11,(X),(X)
Estimate Relationship Population In Households,23849,139,23849,(X)
Estimate Relationship Population In Households Householder,9305,355,39.0,1.5
Estimate Relationship Population In Households Spouse,5438,350,22.8,1.5
Estimate Relationship Population In Households Unmarried Partner,483,184,2.0,0.8
Estimate Relationship Population In Households Child,7014,475,29.4,2.0
Estimate Relationship Population In Households Other Relatives,1238,337,5.2,1.4
Estimate Relationship Population In Households Other Nonrelatives,371,190,1.6,0.8
Estimate Marital Status Males 15 Years And Over,9306,437,9306,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2489,399,26.7,3.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",5911,365,63.5,3.9
Estimate Marital Status Males 15 Years And Over Separated,153,111,1.6,1.2
Estimate Marital Status Males 15 Years And Over Widowed,255,131,2.7,1.4
Estimate Marital Status Males 15 Years And Over Divorced,498,192,5.4,2.0
Estimate Marital Status Females 15 Years And Over,10296,482,10296,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2509,360,24.4,3.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",5534,303,53.7,3.3
Estimate Marital Status Females 15 Years And Over Separated,109,103,1.1,1.0
Estimate Marital Status Females 15 Years And Over Widowed,1029,291,10.0,2.7
Estimate Marital Status Females 15 Years And Over Divorced,1115,285,10.8,2.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,257,137,257,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,25,0.0,14.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,25,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,58,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",123,71,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",14,13,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,507,217,507,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,121,130,23.9,22.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,37,37,7.3,7.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,7.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,7.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,84,123,16.6,21.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,121,130,121,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,78,72,64.5,24.6
