,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1434,163,1434,(X)
Estimate Households By Type Total Households Married-Couple Household,123,69,8.6,4.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,16,30,1.1,2.0
Estimate Households By Type Total Households Cohabiting Couple Household,121,75,8.4,5.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",364,103,25.4,7.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",318,100,22.2,7.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",41,36,2.9,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",826,163,57.6,8.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",94,70,6.6,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",586,138,40.9,8.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",211,72,14.7,5.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,143,76,10.0,4.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,322,93,22.5,6.6
Estimate Households By Type Total Households Average Household Size,1.47,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.18,0.20,(X),(X)
Estimate Relationship Population In Households,2104,278,2104,(X)
Estimate Relationship Population In Households Householder,1434,163,68.2,4.4
Estimate Relationship Population In Households Spouse,113,59,5.4,2.7
Estimate Relationship Population In Households Unmarried Partner,126,77,6.0,3.5
Estimate Relationship Population In Households Child,239,118,11.4,5.0
Estimate Relationship Population In Households Other Relatives,60,48,2.9,2.2
Estimate Relationship Population In Households Other Nonrelatives,132,103,6.3,4.6
Estimate Marital Status Males 15 Years And Over,697,155,697,(X)
Estimate Marital Status Males 15 Years And Over Never Married,433,131,62.1,12.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",161,90,23.1,11.6
Estimate Marital Status Males 15 Years And Over Separated,23,22,3.3,3.2
Estimate Marital Status Males 15 Years And Over Widowed,25,39,3.6,5.6
Estimate Marital Status Males 15 Years And Over Divorced,55,43,7.9,5.7
Estimate Marital Status Females 15 Years And Over,1287,211,1287,(X)
Estimate Marital Status Females 15 Years And Over Never Married,704,191,54.7,11.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",151,91,11.7,7.1
Estimate Marital Status Females 15 Years And Over Separated,85,68,6.6,4.9
Estimate Marital Status Females 15 Years And Over Widowed,57,53,4.4,4.2
Estimate Marital Status Females 15 Years And Over Divorced,290,100,22.5,7.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,38,59,38,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,53.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,60,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",51,79,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,490,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",87,130,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,140,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,72,68,72,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,2,4,2.8,7.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,38.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,38.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,2,4,2.8,7.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,38.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,2,4,2,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,2,4,100.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,2,4,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,445,134,445,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",3,7,0.7,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,22,26,4.9,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),85,47,19.1,10.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),79,62,17.8,11.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,256,98,57.5,13.5
Estimate Educational Attainment Population 25 Years And Over,1705,235,1705,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,174,64,10.2,4.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",205,90,12.0,5.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),353,134,20.7,7.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",253,141,14.8,7.6
