,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2532,169,2532,(X)
Estimate Households By Type Total Households Married-Couple Household,1523,167,60.2,8.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,647,155,25.6,7.0
Estimate Households By Type Total Households Cohabiting Couple Household,184,97,7.3,3.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,62,79,2.4,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",199,110,7.9,4.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",15,23,0.6,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",147,108,5.8,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",88,77,3.5,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",626,208,24.7,7.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",54,56,2.1,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",436,190,17.2,6.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",163,89,6.4,3.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,812,146,32.1,7.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,863,197,34.1,8.3
Estimate Households By Type Total Households Average Household Size,2.66,0.18,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.17,0.20,(X),(X)
Estimate Relationship Population In Households,6739,18,6739,(X)
Estimate Relationship Population In Households Householder,2532,169,37.6,2.5
Estimate Relationship Population In Households Spouse,1510,162,22.4,2.4
Estimate Relationship Population In Households Unmarried Partner,192,101,2.8,1.5
Estimate Relationship Population In Households Child,2305,217,34.2,3.2
Estimate Relationship Population In Households Other Relatives,186,111,2.8,1.6
Estimate Relationship Population In Households Other Nonrelatives,14,24,0.2,0.4
Estimate Marital Status Males 15 Years And Over,2592,261,2592,(X)
Estimate Marital Status Males 15 Years And Over Never Married,771,250,29.7,7.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1543,161,59.5,8.5
Estimate Marital Status Males 15 Years And Over Separated,0,19,0.0,1.5
Estimate Marital Status Males 15 Years And Over Widowed,50,41,1.9,1.6
