,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,30,28,30,(X)
Estimate Households By Type Total Households Married-Couple Household,4,6,13.3,22.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,4,6,13.3,22.3
Estimate Households By Type Total Households Cohabiting Couple Household,0,13,0.0,60.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,60.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",26,28,86.7,22.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,60.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",0,13,0.0,60.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,60.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",0,13,0.0,60.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,60.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",0,13,0.0,60.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,60.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4,6,13.3,22.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,0,13,0.0,60.1
Estimate Households By Type Total Households Average Household Size,2.97,0.53,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.75,2.55,(X),(X)
Estimate Relationship Population In Households,89,79,89,(X)
Estimate Relationship Population In Households Householder,30,28,33.7,6.1
Estimate Relationship Population In Households Spouse,3,6,3.4,7.9
Estimate Relationship Population In Households Unmarried Partner,0,13,0.0,34.3
Estimate Relationship Population In Households Child,8,11,9.0,13.5
Estimate Relationship Population In Households Other Relatives,0,13,0.0,34.3
Estimate Relationship Population In Households Other Nonrelatives,48,50,53.9,18.8
Estimate Marital Status Males 15 Years And Over,1470,259,1470,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1457,254,99.1,1.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4,6,0.3,0.4
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,2.7
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,2.7
Estimate Marital Status Males 15 Years And Over Divorced,9,18,0.6,1.2
Estimate Marital Status Females 15 Years And Over,1608,234,1608,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1605,234,99.8,0.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3,6,0.2,0.4
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,2.5
Estimate Marital Status Females 15 Years And Over Widowed,0,13,0.0,2.5
Estimate Marital Status Females 15 Years And Over Divorced,0,13,0.0,2.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,10,18,10,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",10,18,100.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",6,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",6,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",18,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",-666666666,-222222222,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3075,357,3075,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),0,13,0.0,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),8,11,0.3,0.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3067,356,99.7,0.4
Estimate Educational Attainment Population 25 Years And Over,59,43,59,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,42.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,42.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),0,13,0.0,42.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",32,39,54.2,43.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,0,13,0.0,42.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,24,23,40.7,39.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3,6,5.1,11.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,59,43,100.0,42.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,27,25,45.8,43.7
Estimate Veteran Status Civilian Population 18 Years And Over,3062,358,3062,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,0,13,0.0,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3082,358,3082,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,314,139,10.2,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,20,27,20,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,73.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3062,358,3062,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,314,139,10.3,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,0,13,0,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,0,13,-666666666.0,-222222222.0
Estimate Residence 1 Year Ago Population 1 Year And Over,3082,358,3082,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1598,366,51.8,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1484,315,48.2,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1484,315,48.2,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,228,181,7.4,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1256,291,40.8,8.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,869,211,28.2,6.4
