,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4824,605,4824,(X)
Estimate Households By Type Total Households Married-Couple Household,2233,481,46.3,8.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,421,173,8.7,3.5
Estimate Households By Type Total Households Cohabiting Couple Household,343,230,7.1,4.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,90,119,1.9,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",731,242,15.2,4.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",48,70,1.0,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",646,263,13.4,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",347,253,7.2,5.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1517,483,31.4,8.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",212,148,4.4,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",937,401,19.4,7.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",651,374,13.5,7.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1123,394,23.3,7.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2225,536,46.1,7.9
Estimate Households By Type Total Households Average Household Size,2.19,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.75,0.17,(X),(X)
Estimate Relationship Population In Households,10547,1136,10547,(X)
Estimate Relationship Population In Households Householder,4824,605,45.7,3.4
Estimate Relationship Population In Households Spouse,2227,467,21.1,3.2
Estimate Relationship Population In Households Unmarried Partner,360,238,3.4,2.3
Estimate Relationship Population In Households Child,2598,463,24.6,3.8
Estimate Relationship Population In Households Other Relatives,367,166,3.5,1.5
Estimate Relationship Population In Households Other Nonrelatives,171,118,1.6,1.1
Estimate Marital Status Males 15 Years And Over,4362,589,4362,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1362,323,31.2,6.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2275,515,52.2,8.7
Estimate Marital Status Males 15 Years And Over Separated,83,105,1.9,2.4
Estimate Marital Status Males 15 Years And Over Widowed,90,83,2.1,1.9
Estimate Marital Status Males 15 Years And Over Divorced,552,201,12.7,4.3
Estimate Marital Status Females 15 Years And Over,5273,617,5273,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1517,449,28.8,7.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2339,521,44.4,8.0
Estimate Marital Status Females 15 Years And Over Separated,74,72,1.4,1.3
Estimate Marital Status Females 15 Years And Over Widowed,612,202,11.6,4.2
Estimate Marital Status Females 15 Years And Over Divorced,731,214,13.9,4.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,126,139,126,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",97,127,77.0,38.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",69,85,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",59,63,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,145,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",117,136,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,39,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,628,726,628,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,58,60,9.2,26.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,6.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,6.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,31,52,4.9,18.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,31,4.3,9.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,58,60,58,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,26,34,44.8,25.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,58,60,100.0,43.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1693,469,1693,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",23,34,1.4,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,66,95,3.9,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),653,217,38.6,9.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),532,192,31.4,8.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,419,198,24.7,9.3
Estimate Educational Attainment Population 25 Years And Over,8631,971,8631,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,360,187,4.2,2.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",350,192,4.1,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2703,540,31.3,5.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1730,468,20.0,5.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1074,428,12.4,4.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1452,340,16.8,4.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,962,430,11.1,4.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7921,909,91.8,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2414,549,28.0,5.8
Estimate Veteran Status Civilian Population 18 Years And Over,9202,994,9202,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,735,225,8.0,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,10583,1134,10583,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1930,410,18.2,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1527,346,1527,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,167,107,10.9,7.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5947,745,5947,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1027,309,17.3,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3109,764,3109,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,736,188,23.7,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over,10662,1148,10662,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10129,1182,95.0,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),533,274,5.0,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,459,251,4.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,215,158,2.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,244,187,2.3,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,200,182,1.9,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,44,49,0.4,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,74,80,0.7,0.8
Estimate Place Of Birth Total Population,10738,1148,10738,(X)
Estimate Place Of Birth Total Population Native,10341,1151,96.3,1.8
Estimate Place Of Birth Total Population Native Born In United States,10271,1160,95.7,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9201,1124,85.7,3.5
Estimate Place Of Birth Total Population Native Born In United States Different State,1070,359,10.0,3.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",70,76,0.7,0.7
Estimate Place Of Birth Total Population Foreign Born,397,193,3.7,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,397,193,397,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,275,162,69.3,16.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,122,80,30.7,16.8
Estimate Year Of Entry Population Born Outside The United States,467,232,467,(X)
Estimate Year Of Entry Population Born Outside The United States Native,70,76,70,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,15,23,21.4,20.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,55,58,78.6,20.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,397,193,397,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,73,62,18.4,13.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,324,172,81.6,13.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",397,193,397,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",218,149,54.9,21.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",109,85,27.5,19.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",5,10,1.3,2.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,9.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",61,76,15.4,17.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",4,9,1.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over,10432,1146,10432,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9737,1120,93.3,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,695,241,6.7,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",271,134,2.6,1.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,83,82,0.8,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",33,52,0.3,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,554,242,5.3,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",191,118,1.8,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,58,68,0.6,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",47,64,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,10738,1148,10738,(X)
Estimate Ancestry Total Population American,307,180,2.9,1.7
Estimate Ancestry Total Population Arab,59,48,0.5,0.5
Estimate Ancestry Total Population Czech,0,21,0.0,0.4
Estimate Ancestry Total Population Danish,0,21,0.0,0.4
Estimate Ancestry Total Population Dutch,66,67,0.6,0.6
Estimate Ancestry Total Population English,2588,618,24.1,5.1
Estimate Ancestry Total Population French (Except Basque),819,272,7.6,2.6
Estimate Ancestry Total Population French Canadian,176,103,1.6,1.0
Estimate Ancestry Total Population German,593,383,5.5,3.6
Estimate Ancestry Total Population Greek,24,40,0.2,0.4
Estimate Ancestry Total Population Hungarian,47,50,0.4,0.5
Estimate Ancestry Total Population Irish,2796,675,26.0,5.8
Estimate Ancestry Total Population Italian,961,331,8.9,2.9
Estimate Ancestry Total Population Lithuanian,22,36,0.2,0.3
Estimate Ancestry Total Population Norwegian,0,21,0.0,0.4
Estimate Ancestry Total Population Polish,248,181,2.3,1.6
Estimate Ancestry Total Population Portuguese,1056,402,9.8,3.5
Estimate Ancestry Total Population Russian,16,25,0.1,0.2
Estimate Ancestry Total Population Scotch-Irish,163,254,1.5,2.3
Estimate Ancestry Total Population Scottish,824,476,7.7,4.4
Estimate Ancestry Total Population Slovak,0,21,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,1165,983,10.8,8.7
Estimate Ancestry Total Population Swedish,384,269,3.6,2.6
Estimate Ancestry Total Population Swiss,0,21,0.0,0.4
Estimate Ancestry Total Population Ukrainian,0,21,0.0,0.4
Estimate Ancestry Total Population Welsh,18,30,0.2,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),27,37,0.3,0.3
Estimate Computers And Internet Use Total Households,4824,605,4824,(X)
Estimate Computers And Internet Use Total Households With A Computer,4497,582,93.2,2.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4052,546,84.0,7.7
