,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1136,48,1136,(X)
Estimate Households By Type Total Households Married-Couple Household,853,77,75.1,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,359,61,31.6,5.6
Estimate Households By Type Total Households Cohabiting Couple Household,65,48,5.7,4.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,33,45,2.9,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",119,49,10.5,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",5,9,0.4,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",61,33,5.4,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",30,16,2.6,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",99,35,8.7,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",5,7,0.4,0.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",59,29,5.2,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",41,27,3.6,2.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,425,68,37.4,6.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,339,75,29.8,6.1
Estimate Households By Type Total Households Average Household Size,2.97,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.13,0.17,(X),(X)
Estimate Relationship Population In Households,3369,29,3369,(X)
Estimate Relationship Population In Households Householder,1136,48,33.7,1.5
Estimate Relationship Population In Households Spouse,845,72,25.1,2.1
Estimate Relationship Population In Households Unmarried Partner,77,62,2.3,1.9
Estimate Relationship Population In Households Child,1155,76,34.3,2.2
Estimate Relationship Population In Households Other Relatives,80,37,2.4,1.1
Estimate Relationship Population In Households Other Nonrelatives,76,63,2.3,1.9
Estimate Marital Status Males 15 Years And Over,1523,123,1523,(X)
Estimate Marital Status Males 15 Years And Over Never Married,475,136,31.2,7.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",887,81,58.2,7.4
Estimate Marital Status Males 15 Years And Over Separated,5,7,0.3,0.4
Estimate Marital Status Males 15 Years And Over Widowed,41,39,2.7,2.5
Estimate Marital Status Males 15 Years And Over Divorced,115,50,7.6,3.2
Estimate Marital Status Females 15 Years And Over,1293,89,1293,(X)
Estimate Marital Status Females 15 Years And Over Never Married,295,75,22.8,5.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",870,72,67.3,5.2
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,3.0
Estimate Marital Status Females 15 Years And Over Widowed,41,21,3.2,1.6
Estimate Marital Status Females 15 Years And Over Divorced,87,35,6.7,2.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,26,24,26,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,64.5
