,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,227,45,227,(X)
Estimate Households By Type Total Households Married-Couple Household,119,36,52.4,12.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,41,19,18.1,8.0
Estimate Households By Type Total Households Cohabiting Couple Household,6,8,2.6,3.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,6,8,2.6,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",36,18,15.9,7.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,16.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",29,17,12.8,7.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",13,15,5.7,6.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",66,31,29.1,12.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,16.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",51,27,22.5,11.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",26,19,11.5,8.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,47,21,20.7,8.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,100,39,44.1,12.7
Estimate Households By Type Total Households Average Household Size,2.22,0.36,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.78,0.42,(X),(X)
Estimate Relationship Population In Households,503,116,503,(X)
Estimate Relationship Population In Households Householder,227,45,45.1,7.2
Estimate Relationship Population In Households Spouse,118,36,23.5,5.6
Estimate Relationship Population In Households Unmarried Partner,7,10,1.4,1.9
Estimate Relationship Population In Households Child,99,51,19.7,8.3
Estimate Relationship Population In Households Other Relatives,38,36,7.6,6.3
Estimate Relationship Population In Households Other Nonrelatives,14,13,2.8,2.4
Estimate Marital Status Males 15 Years And Over,226,68,226,(X)
Estimate Marital Status Males 15 Years And Over Never Married,76,50,33.6,15.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",118,37,52.2,14.1
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,16.2
Estimate Marital Status Males 15 Years And Over Widowed,3,4,1.3,2.0
Estimate Marital Status Males 15 Years And Over Divorced,29,20,12.8,8.6
Estimate Marital Status Females 15 Years And Over,235,59,235,(X)
Estimate Marital Status Females 15 Years And Over Never Married,46,37,19.6,13.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",123,37,52.3,15.0
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,15.6
Estimate Marital Status Females 15 Years And Over Widowed,32,21,13.6,7.5
Estimate Marital Status Females 15 Years And Over Divorced,34,24,14.5,10.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,548,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,356,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,718,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,645,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,541,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
