,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3885,220,3885,(X)
Estimate Households By Type Total Households Married-Couple Household,1730,208,44.5,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,502,127,12.9,3.5
Estimate Households By Type Total Households Cohabiting Couple Household,505,209,13.0,5.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,44,33,1.1,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",711,151,18.3,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",45,51,1.2,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",583,151,15.0,3.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",280,106,7.2,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",939,212,24.2,5.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",105,63,2.7,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",535,149,13.8,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",243,85,6.3,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,850,117,21.9,3.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1463,158,37.7,4.2
Estimate Households By Type Total Households Average Household Size,2.34,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.00,0.16,(X),(X)
Estimate Relationship Population In Households,9091,35,9091,(X)
Estimate Relationship Population In Households Householder,3885,220,42.7,2.4
Estimate Relationship Population In Households Spouse,1738,215,19.1,2.4
Estimate Relationship Population In Households Unmarried Partner,426,134,4.7,1.5
Estimate Relationship Population In Households Child,2085,290,22.9,3.2
Estimate Relationship Population In Households Other Relatives,700,293,7.7,3.2
Estimate Relationship Population In Households Other Nonrelatives,257,122,2.8,1.3
Estimate Marital Status Males 15 Years And Over,3937,290,3937,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1484,285,37.7,5.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1858,233,47.2,5.6
Estimate Marital Status Males 15 Years And Over Separated,30,29,0.8,0.7
Estimate Marital Status Males 15 Years And Over Widowed,173,100,4.4,2.5
Estimate Marital Status Males 15 Years And Over Divorced,392,121,10.0,3.2
Estimate Marital Status Females 15 Years And Over,4075,260,4075,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1219,297,29.9,6.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1793,212,44.0,6.3
Estimate Marital Status Females 15 Years And Over Separated,58,41,1.4,1.0
Estimate Marital Status Females 15 Years And Over Widowed,324,148,8.0,3.6
Estimate Marital Status Females 15 Years And Over Divorced,681,152,16.7,3.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,52,54,52,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",33,47,63.5,53.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",26,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",28,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,160,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",43,58,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",22,33,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,326,147,326,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,160,118,49.1,25.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,35,50,10.7,15.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,76,105,23.3,27.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,13,22,4.0,7.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,36,29,11.0,8.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,160,118,160,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,65,55,40.6,20.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,89,100,55.6,37.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1631,236,1631,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",136,76,8.3,4.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,37,33,2.3,1.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),645,145,39.5,8.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),345,112,21.2,6.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,468,164,28.7,8.0
Estimate Educational Attainment Population 25 Years And Over,6906,288,6906,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,144,74,2.1,1.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",366,134,5.3,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1784,252,25.8,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1033,210,15.0,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,627,185,9.1,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1975,263,28.6,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,977,203,14.1,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,6396,309,92.6,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2952,335,42.7,4.1
Estimate Veteran Status Civilian Population 18 Years And Over,7765,223,7765,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,851,246,11.0,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,9127,29,9127,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1319,221,14.5,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1387,220,1387,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,76,54,5.5,4.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5812,260,5812,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,705,155,12.1,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1928,199,1928,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,538,154,27.9,7.5
Estimate Residence 1 Year Ago Population 1 Year And Over,9097,60,9097,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,8101,331,89.1,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),996,340,10.9,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,988,339,10.9,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,550,302,6.0,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,438,197,4.8,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,187,114,2.1,1.3
