,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,993,307,993,(X)
Estimate Households By Type Total Households Married-Couple Household,336,196,33.8,16.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,3.9
Estimate Households By Type Total Households Cohabiting Couple Household,86,94,8.7,9.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",287,191,28.9,15.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",246,183,24.8,15.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",86,96,8.7,9.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",284,165,28.6,16.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",51,83,5.1,8.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",195,131,19.6,13.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",116,90,11.7,10.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,51,83,5.1,8.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,467,191,47.0,15.3
Estimate Households By Type Total Households Average Household Size,1.78,0.27,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.33,0.22,(X),(X)
Estimate Relationship Population In Households,1769,613,1769,(X)
Estimate Relationship Population In Households Householder,993,307,56.1,8.7
Estimate Relationship Population In Households Spouse,351,204,19.8,9.2
Estimate Relationship Population In Households Unmarried Partner,106,117,6.0,6.0
Estimate Relationship Population In Households Child,279,220,15.8,10.1
Estimate Relationship Population In Households Other Relatives,40,64,2.3,3.6
Estimate Relationship Population In Households Other Nonrelatives,0,13,0.0,2.2
Estimate Marital Status Males 15 Years And Over,861,367,861,(X)
Estimate Marital Status Males 15 Years And Over Never Married,284,193,33.0,15.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",356,198,41.3,19.0
Estimate Marital Status Males 15 Years And Over Separated,41,66,4.8,7.4
Estimate Marital Status Males 15 Years And Over Widowed,83,97,9.6,10.3
