,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,6534,236,6534,(X)
Estimate Households By Type Total Households Married-Couple Household,3026,218,46.3,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1152,161,17.6,2.3
Estimate Households By Type Total Households Cohabiting Couple Household,589,156,9.0,2.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,170,100,2.6,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",918,148,14.0,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",64,34,1.0,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",766,146,11.7,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",281,96,4.3,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2001,228,30.6,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",223,102,3.4,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1133,220,17.3,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",735,159,11.2,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1949,177,29.8,3.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2484,197,38.0,2.8
Estimate Households By Type Total Households Average Household Size,2.53,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.15,0.09,(X),(X)
Estimate Relationship Population In Households,16533,90,16533,(X)
Estimate Relationship Population In Households Householder,6534,236,39.5,1.4
Estimate Relationship Population In Households Spouse,3072,211,18.6,1.3
Estimate Relationship Population In Households Unmarried Partner,617,169,3.7,1.0
Estimate Relationship Population In Households Child,4879,342,29.5,2.0
Estimate Relationship Population In Households Other Relatives,1161,311,7.0,1.9
Estimate Relationship Population In Households Other Nonrelatives,270,102,1.6,0.6
Estimate Marital Status Males 15 Years And Over,6234,244,6234,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1888,223,30.3,3.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3269,205,52.4,3.3
Estimate Marital Status Males 15 Years And Over Separated,52,46,0.8,0.7
Estimate Marital Status Males 15 Years And Over Widowed,378,114,6.1,1.8
Estimate Marital Status Males 15 Years And Over Divorced,647,149,10.4,2.3
Estimate Marital Status Females 15 Years And Over,7414,240,7414,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2168,312,29.2,3.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3235,224,43.6,3.5
Estimate Marital Status Females 15 Years And Over Separated,82,58,1.1,0.8
Estimate Marital Status Females 15 Years And Over Widowed,811,148,10.9,1.9
Estimate Marital Status Females 15 Years And Over Divorced,1118,179,15.1,2.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,78,47,78,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",9,13,11.5,16.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",4,6,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",21,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,69,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",20,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,21,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,490,180,490,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,138,86,28.2,13.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,9,14,1.8,2.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,37,57,7.6,11.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,38,45,7.8,8.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,54,43,11.0,8.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,138,86,138,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,119,78,86.2,15.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,49,47,35.5,31.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4062,383,4062,(X)
