,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,379,159,379,(X)
Estimate Households By Type Total Households Married-Couple Household,271,140,71.5,18.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,58,80,15.3,19.1
Estimate Households By Type Total Households Cohabiting Couple Household,16,27,4.2,7.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,10.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",40,51,10.6,13.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,10.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",40,51,10.6,13.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",8,12,2.1,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",52,51,13.7,13.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,10.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",22,24,5.8,6.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",10,15,2.6,4.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,88,93,23.2,20.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,206,113,54.4,22.2
Estimate Households By Type Total Households Average Household Size,2.81,0.79,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.82,0.77,(X),(X)
Estimate Relationship Population In Households,1064,566,1064,(X)
Estimate Relationship Population In Households Householder,379,159,35.6,10.8
Estimate Relationship Population In Households Spouse,263,138,24.7,9.8
Estimate Relationship Population In Households Unmarried Partner,17,28,1.6,2.9
Estimate Relationship Population In Households Child,284,280,26.7,17.4
Estimate Relationship Population In Households Other Relatives,0,13,0.0,3.7
Estimate Relationship Population In Households Other Nonrelatives,121,183,11.4,16.2
Estimate Marital Status Males 15 Years And Over,523,271,523,(X)
Estimate Marital Status Males 15 Years And Over Never Married,202,164,38.6,16.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",276,142,52.8,23.2
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,7.4
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,7.4
Estimate Marital Status Males 15 Years And Over Divorced,45,59,8.6,9.7
Estimate Marital Status Females 15 Years And Over,521,244,521,(X)
Estimate Marital Status Females 15 Years And Over Never Married,169,123,32.4,17.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",258,135,49.5,18.3
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,7.4
Estimate Marital Status Females 15 Years And Over Widowed,0,13,0.0,7.4
Estimate Marital Status Females 15 Years And Over Divorced,94,112,18.0,20.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,171,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,141,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,390,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,393,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,275,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
