,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,22681,575,22681,(X)
Estimate Households By Type Total Households Married-Couple Household,10772,535,47.5,2.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3805,402,16.8,1.9
Estimate Households By Type Total Households Cohabiting Couple Household,1121,325,4.9,1.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,414,198,1.8,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3886,537,17.1,2.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",70,47,0.3,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2904,466,12.8,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1272,331,5.6,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",6902,616,30.4,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",939,253,4.1,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",4482,537,19.8,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",2998,490,13.2,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,5571,414,24.6,2.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,9114,623,40.2,2.3
Estimate Households By Type Total Households Average Household Size,2.36,0.06,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.99,0.07,(X),(X)
Estimate Relationship Population In Households,53529,159,53529,(X)
Estimate Relationship Population In Households Householder,22681,575,42.4,1.1
Estimate Relationship Population In Households Spouse,10355,534,19.3,1.0
Estimate Relationship Population In Households Unmarried Partner,1203,338,2.2,0.6
Estimate Relationship Population In Households Child,14876,730,27.8,1.4
Estimate Relationship Population In Households Other Relatives,3129,545,5.8,1.0
Estimate Relationship Population In Households Other Nonrelatives,1285,435,2.4,0.8
Estimate Marital Status Males 15 Years And Over,22030,757,22030,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6850,709,31.1,2.9
