,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2180,182,2180,(X)
Estimate Households By Type Total Households Married-Couple Household,1325,95,60.8,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,598,128,27.4,6.1
Estimate Households By Type Total Households Cohabiting Couple Household,84,56,3.9,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,19,0.0,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",391,129,17.9,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",8,13,0.4,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",375,131,17.2,5.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",107,76,4.9,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",380,125,17.4,5.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",48,43,2.2,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",298,122,13.7,5.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",61,37,2.8,1.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,665,133,30.5,6.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,483,105,22.2,4.2
Estimate Households By Type Total Households Average Household Size,2.51,0.21,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.23,0.21,(X),(X)
Estimate Relationship Population In Households,5471,27,5471,(X)
Estimate Relationship Population In Households Householder,2180,182,39.8,3.3
Estimate Relationship Population In Households Spouse,1299,92,23.7,1.7
Estimate Relationship Population In Households Unmarried Partner,93,59,1.7,1.1
Estimate Relationship Population In Households Child,1722,227,31.5,4.2
Estimate Relationship Population In Households Other Relatives,103,72,1.9,1.3
Estimate Relationship Population In Households Other Nonrelatives,74,87,1.4,1.6
Estimate Marital Status Males 15 Years And Over,2192,197,2192,(X)
Estimate Marital Status Males 15 Years And Over Never Married,562,163,25.6,5.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1416,106,64.6,6.6
Estimate Marital Status Males 15 Years And Over Separated,17,20,0.8,0.9
Estimate Marital Status Males 15 Years And Over Widowed,55,61,2.5,2.8
Estimate Marital Status Males 15 Years And Over Divorced,142,70,6.5,3.0
Estimate Marital Status Females 15 Years And Over,2400,277,2400,(X)
Estimate Marital Status Females 15 Years And Over Never Married,787,306,32.8,9.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1323,91,55.1,7.4
Estimate Marital Status Females 15 Years And Over Separated,0,19,0.0,1.7
Estimate Marital Status Females 15 Years And Over Widowed,92,59,3.8,2.6
Estimate Marital Status Females 15 Years And Over Divorced,198,78,8.3,3.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,26,31,26,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,64.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,48,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",19,24,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,102,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",24,46,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,43,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,25,31,25,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,7,12,28.0,55.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,7,12,28.0,55.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,65.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,7,12,7,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,7,12,100.0,100.0
