,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4100,358,4100,(X)
Estimate Households By Type Total Households Married-Couple Household,2814,313,68.6,5.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1442,246,35.2,6.2
Estimate Households By Type Total Households Cohabiting Couple Household,66,59,1.6,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,21,0.0,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",362,163,8.8,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",29,48,0.7,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",333,152,8.1,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",194,118,4.7,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",858,200,20.9,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",147,101,3.6,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",556,165,13.6,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",412,162,10.0,3.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1700,237,41.5,5.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1537,363,37.5,7.1
Estimate Households By Type Total Households Average Household Size,2.61,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.04,0.15,(X),(X)
Estimate Relationship Population In Households,10686,822,10686,(X)
Estimate Relationship Population In Households Householder,4100,358,38.4,2.0
Estimate Relationship Population In Households Spouse,2742,290,25.7,1.6
Estimate Relationship Population In Households Unmarried Partner,74,64,0.7,0.6
Estimate Relationship Population In Households Child,3235,345,30.3,2.4
Estimate Relationship Population In Households Other Relatives,268,161,2.5,1.5
Estimate Relationship Population In Households Other Nonrelatives,267,176,2.5,1.6
Estimate Marital Status Males 15 Years And Over,3924,420,3924,(X)
Estimate Marital Status Males 15 Years And Over Never Married,586,185,14.9,4.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3008,334,76.7,5.1
Estimate Marital Status Males 15 Years And Over Separated,77,72,2.0,1.8
Estimate Marital Status Males 15 Years And Over Widowed,60,68,1.5,1.7
Estimate Marital Status Males 15 Years And Over Divorced,193,109,4.9,2.7
Estimate Marital Status Females 15 Years And Over,4538,431,4538,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1009,312,22.2,6.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2868,318,63.2,5.8
Estimate Marital Status Females 15 Years And Over Separated,71,66,1.6,1.4
Estimate Marital Status Females 15 Years And Over Widowed,320,130,7.1,2.8
Estimate Marital Status Females 15 Years And Over Divorced,270,144,5.9,3.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,96,79,96,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",59,67,61.5,43.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",74,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",42,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,107,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",172,117,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,29,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,165,120,165,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,40,44,24.2,23.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,22,32,13.3,17.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,21.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,21.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,18,29,10.9,18.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,40,44,40,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,18,29,45.0,55.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,22,32,55.0,55.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3207,439,3207,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",201,107,6.3,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,233,152,7.3,4.3
