,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11277,459,11277,(X)
Estimate Households By Type Total Households Married-Couple Household,5907,392,52.4,3.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2261,264,20.0,2.6
Estimate Households By Type Total Households Cohabiting Couple Household,799,202,7.1,1.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,233,110,2.1,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1651,284,14.6,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",32,40,0.3,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1222,222,10.8,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",294,114,2.6,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2920,419,25.9,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",396,165,3.5,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1675,330,14.9,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",805,213,7.1,1.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3651,371,32.4,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4191,420,37.2,3.0
Estimate Households By Type Total Households Average Household Size,2.55,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.07,0.14,(X),(X)
Estimate Relationship Population In Households,28736,75,28736,(X)
Estimate Relationship Population In Households Householder,11277,459,39.2,1.6
Estimate Relationship Population In Households Spouse,5774,344,20.1,1.2
Estimate Relationship Population In Households Unmarried Partner,878,214,3.1,0.7
Estimate Relationship Population In Households Child,7790,549,27.1,1.9
Estimate Relationship Population In Households Other Relatives,2533,515,8.8,1.8
Estimate Relationship Population In Households Other Nonrelatives,484,243,1.7,0.8
Estimate Marital Status Males 15 Years And Over,11569,429,11569,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3832,424,33.1,3.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6534,413,56.5,3.4
Estimate Marital Status Males 15 Years And Over Separated,94,72,0.8,0.6
Estimate Marital Status Males 15 Years And Over Widowed,241,104,2.1,0.9
Estimate Marital Status Males 15 Years And Over Divorced,868,184,7.5,1.5
Estimate Marital Status Females 15 Years And Over,13258,503,13258,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4150,522,31.3,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6176,376,46.6,3.5
Estimate Marital Status Females 15 Years And Over Separated,115,83,0.9,0.6
Estimate Marital Status Females 15 Years And Over Widowed,1228,227,9.3,1.6
Estimate Marital Status Females 15 Years And Over Divorced,1589,306,12.0,2.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,286,125,286,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",68,45,23.8,15.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",18,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",42,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",27,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",63,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,18,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1451,565,1451,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,403,170,27.8,14.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,102,98,7.0,7.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,104,99,7.2,6.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,55,62,3.8,4.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,142,83,9.8,7.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,403,170,403,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,262,128,65.0,11.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,310,154,76.9,17.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6440,565,6440,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",293,133,4.5,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,331,135,5.1,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2176,303,33.8,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1689,317,26.2,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1951,323,30.3,4.3
Estimate Educational Attainment Population 25 Years And Over,21560,551,21560,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,907,281,4.2,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1016,255,4.7,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),5472,648,25.4,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3484,498,16.2,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1789,297,8.3,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5163,502,23.9,2.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3729,513,17.3,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,19637,644,91.1,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,8892,749,41.2,3.3
Estimate Veteran Status Civilian Population 18 Years And Over,23642,453,23642,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1161,260,4.9,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,28800,76,28800,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2993,475,10.4,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5381,461,5381,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,235,119,4.4,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17791,611,17791,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1593,405,9.0,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5628,614,5628,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1165,205,20.7,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over,28794,120,28794,(X)
