,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,730,91,730,(X)
Estimate Households By Type Total Households Married-Couple Household,444,58,60.8,8.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,104,28,14.2,3.8
Estimate Households By Type Total Households Cohabiting Couple Household,55,26,7.5,3.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",79,36,10.8,4.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",3,5,0.4,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",67,36,9.2,4.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",37,29,5.1,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",152,76,20.8,8.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",32,26,4.4,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",112,73,15.3,8.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",72,68,9.9,8.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,157,34,21.5,4.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,343,75,47.0,6.8
Estimate Households By Type Total Households Average Household Size,2.27,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.68,0.20,(X),(X)
Estimate Relationship Population In Households,1656,172,1656,(X)
Estimate Relationship Population In Households Householder,730,91,44.1,3.7
Estimate Relationship Population In Households Spouse,432,60,26.1,3.2
Estimate Relationship Population In Households Unmarried Partner,54,24,3.3,1.4
Estimate Relationship Population In Households Child,362,84,21.9,3.7
Estimate Relationship Population In Households Other Relatives,36,30,2.2,1.8
Estimate Relationship Population In Households Other Nonrelatives,42,28,2.5,1.6
Estimate Marital Status Males 15 Years And Over,694,69,694,(X)
Estimate Marital Status Males 15 Years And Over Never Married,172,44,24.8,5.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",449,59,64.7,6.6
Estimate Marital Status Males 15 Years And Over Separated,5,7,0.7,1.0
Estimate Marital Status Males 15 Years And Over Widowed,8,7,1.2,1.0
Estimate Marital Status Males 15 Years And Over Divorced,60,30,8.6,4.2
Estimate Marital Status Females 15 Years And Over,736,102,736,(X)
Estimate Marital Status Females 15 Years And Over Never Married,171,75,23.2,8.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",467,61,63.5,7.9
Estimate Marital Status Females 15 Years And Over Separated,21,23,2.9,3.1
Estimate Marital Status Females 15 Years And Over Widowed,33,19,4.5,2.5
Estimate Marital Status Females 15 Years And Over Divorced,44,27,6.0,3.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,14,13,14,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,87.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,248,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",46,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,573,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",165,133,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,190,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,25,22,25,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,9,13,36.0,40.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,9,13,36.0,40.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,9,13,9,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,5,7,55.6,26.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,9,13,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,273,71,273,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",26,14,9.5,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,14,5.1,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),131,47,48.0,8.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),70,29,25.6,7.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,32,14,11.7,5.7
Estimate Educational Attainment Population 25 Years And Over,1320,119,1320,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2,4,0.2,0.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",29,18,2.2,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),209,46,15.8,3.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",149,36,11.3,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,133,54,10.1,3.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,335,62,25.4,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,463,106,35.1,6.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1289,118,97.7,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,798,120,60.5,6.2
Estimate Veteran Status Civilian Population 18 Years And Over,1357,128,1357,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,84,29,6.2,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1658,172,1658,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,214,63,12.9,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,301,77,301,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,46,40,15.3,10.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,873,101,873,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,108,38,12.4,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,484,84,484,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,60,30,12.4,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over,1647,168,1647,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1548,180,94.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),99,56,6.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,99,56,6.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,36,40,2.2,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,63,42,3.8,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,26,19,1.6,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,37,36,2.2,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,2.4
Estimate Place Of Birth Total Population,1658,172,1658,(X)
Estimate Place Of Birth Total Population Native,1614,166,97.3,1.5
Estimate Place Of Birth Total Population Native Born In United States,1587,165,95.7,1.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,919,128,55.4,5.3
Estimate Place Of Birth Total Population Native Born In United States Different State,668,114,40.3,5.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",27,15,1.6,0.9
Estimate Place Of Birth Total Population Foreign Born,44,26,2.7,1.5
Estimate U.S. Citizenship Status Foreign-Born Population,44,26,44,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,30,22,68.2,28.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,14,16,31.8,28.8
Estimate Year Of Entry Population Born Outside The United States,71,29,71,(X)
Estimate Year Of Entry Population Born Outside The United States Native,27,15,27,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,63.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,27,15,100.0,63.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,44,26,44,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,49.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,44,26,100.0,49.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",44,26,44,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",25,21,56.8,29.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",3,6,6.8,13.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,49.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,49.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",13,15,29.5,27.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,4,6.8,9.0
Estimate Language Spoken At Home Population 5 Years And Over,1585,162,1585,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1522,161,96.0,1.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,63,30,4.0,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,22,17,1.4,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,41,25,2.6,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Ancestry Total Population,1658,172,1658,(X)
Estimate Ancestry Total Population American,97,84,5.9,4.9
Estimate Ancestry Total Population Arab,3,4,0.2,0.3
Estimate Ancestry Total Population Czech,0,13,0.0,2.4
Estimate Ancestry Total Population Danish,3,4,0.2,0.3
Estimate Ancestry Total Population Dutch,25,20,1.5,1.2
