,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1007,93,1007,(X)
Estimate Households By Type Total Households Married-Couple Household,591,77,58.7,6.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,222,71,22.0,6.3
Estimate Households By Type Total Households Cohabiting Couple Household,83,37,8.2,3.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,4,7,0.4,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",156,45,15.5,4.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",36,33,3.6,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",99,32,9.8,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",41,19,4.1,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",177,59,17.6,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",23,18,2.3,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",110,49,10.9,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",47,20,4.7,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,297,71,29.5,5.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,352,45,35.0,4.8
Estimate Households By Type Total Households Average Household Size,2.47,0.15,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.94,0.19,(X),(X)
Estimate Relationship Population In Households,2492,249,2492,(X)
Estimate Relationship Population In Households Householder,1007,93,40.4,2.6
Estimate Relationship Population In Households Spouse,559,64,22.4,2.2
Estimate Relationship Population In Households Unmarried Partner,78,30,3.1,1.2
Estimate Relationship Population In Households Child,707,131,28.4,3.1
Estimate Relationship Population In Households Other Relatives,106,40,4.3,1.5
Estimate Relationship Population In Households Other Nonrelatives,35,24,1.4,1.0
Estimate Marital Status Males 15 Years And Over,1048,96,1048,(X)
Estimate Marital Status Males 15 Years And Over Never Married,338,67,32.3,5.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",581,73,55.4,5.9
Estimate Marital Status Males 15 Years And Over Separated,2,3,0.2,0.3
Estimate Marital Status Males 15 Years And Over Widowed,10,9,1.0,0.9
Estimate Marital Status Males 15 Years And Over Divorced,117,45,11.2,4.1
Estimate Marital Status Females 15 Years And Over,1055,118,1055,(X)
Estimate Marital Status Females 15 Years And Over Never Married,196,65,18.6,5.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",605,79,57.3,5.9
Estimate Marital Status Females 15 Years And Over Separated,13,11,1.2,1.0
Estimate Marital Status Females 15 Years And Over Widowed,72,33,6.8,3.1
Estimate Marital Status Females 15 Years And Over Divorced,169,61,16.0,5.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,4,5,4,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,168,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",9,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,428,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,190,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",19,26,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,70,40,70,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,25,33,35.7,37.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,39.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,25,33,35.7,37.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,39.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,39.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,25,33,25,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,12,15,48.0,6.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,25,33,100.0,65.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,622,114,622,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",36,18,5.8,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,24,21,3.9,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),272,83,43.7,9.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),145,46,23.3,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,145,58,23.3,8.4
Estimate Educational Attainment Population 25 Years And Over,1900,178,1900,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,12,10,0.6,0.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",78,34,4.1,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),588,123,30.9,5.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",375,86,19.7,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,239,78,12.6,4.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,348,73,18.3,3.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,260,75,13.7,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1810,169,95.3,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,608,100,32.0,4.6
Estimate Veteran Status Civilian Population 18 Years And Over,1985,179,1985,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,173,52,8.7,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2492,249,2492,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,391,87,15.7,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,507,110,507,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,48,38,9.5,7.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1504,167,1504,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,204,50,13.6,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,481,52,481,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,139,46,28.9,8.5
Estimate Residence 1 Year Ago Population 1 Year And Over,2492,249,2492,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2393,252,96.0,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),99,43,4.0,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,90,43,3.6,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,46,25,1.8,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,44,29,1.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,16,14,0.6,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,28,27,1.1,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,9,11,0.4,0.4
Estimate Place Of Birth Total Population,2492,249,2492,(X)
Estimate Place Of Birth Total Population Native,2422,242,97.2,1.4
Estimate Place Of Birth Total Population Native Born In United States,2386,237,95.7,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1815,238,72.8,4.3
Estimate Place Of Birth Total Population Native Born In United States Different State,571,98,22.9,4.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",36,25,1.4,1.0
Estimate Place Of Birth Total Population Foreign Born,70,35,2.8,1.4
Estimate U.S. Citizenship Status Foreign-Born Population,70,35,70,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,59,32,84.3,19.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,11,14,15.7,19.3
Estimate Year Of Entry Population Born Outside The United States,106,43,106,(X)
Estimate Year Of Entry Population Born Outside The United States Native,36,25,36,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,7,9,19.4,20.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,29,21,80.6,20.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,70,35,70,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,39.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,70,35,100.0,39.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",70,35,70,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",16,11,22.9,16.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",20,22,28.6,25.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,39.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,39.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",16,14,22.9,19.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",18,19,25.7,23.9
Estimate Language Spoken At Home Population 5 Years And Over,2419,238,2419,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2384,240,98.6,0.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,35,19,1.4,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",8,7,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,8,9,0.3,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,27,20,1.1,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",8,7,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Ancestry Total Population,2492,249,2492,(X)
Estimate Ancestry Total Population American,110,55,4.4,2.3
Estimate Ancestry Total Population Arab,6,8,0.2,0.3
Estimate Ancestry Total Population Czech,2,3,0.1,0.1
Estimate Ancestry Total Population Danish,2,3,0.1,0.1
Estimate Ancestry Total Population Dutch,41,34,1.6,1.4
Estimate Ancestry Total Population English,593,167,23.8,6.0
Estimate Ancestry Total Population French (Except Basque),283,110,11.4,4.3
Estimate Ancestry Total Population French Canadian,180,59,7.2,2.4
Estimate Ancestry Total Population German,357,100,14.3,3.9
Estimate Ancestry Total Population Greek,5,7,0.2,0.3
Estimate Ancestry Total Population Hungarian,4,7,0.2,0.3
Estimate Ancestry Total Population Irish,659,195,26.4,6.3
Estimate Ancestry Total Population Italian,163,74,6.5,2.9
Estimate Ancestry Total Population Lithuanian,11,8,0.4,0.3
Estimate Ancestry Total Population Norwegian,32,30,1.3,1.2
Estimate Ancestry Total Population Polish,199,65,8.0,2.7
Estimate Ancestry Total Population Portuguese,5,6,0.2,0.3
Estimate Ancestry Total Population Russian,17,13,0.7,0.5
Estimate Ancestry Total Population Scotch-Irish,44,24,1.8,1.0
Estimate Ancestry Total Population Scottish,91,40,3.7,1.6
Estimate Ancestry Total Population Slovak,0,13,0.0,1.6
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.6
Estimate Ancestry Total Population Swedish,48,42,1.9,1.6
Estimate Ancestry Total Population Swiss,11,10,0.4,0.4
Estimate Ancestry Total Population Ukrainian,5,7,0.2,0.3
Estimate Ancestry Total Population Welsh,20,20,0.8,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.6
Estimate Computers And Internet Use Total Households,1007,93,1007,(X)
Estimate Computers And Internet Use Total Households With A Computer,941,96,93.4,2.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,921,98,91.5,3.2
