,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4162,150,4162,(X)
Estimate Households By Type Total Households Married-Couple Household,2652,176,63.7,4.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,914,118,22.0,3.1
Estimate Households By Type Total Households Cohabiting Couple Household,369,104,8.9,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,65,51,1.6,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",391,102,9.4,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",8,8,0.2,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",256,97,6.2,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",81,47,1.9,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",750,145,18.0,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",156,68,3.7,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",411,110,9.9,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",233,73,5.6,1.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1278,130,30.7,3.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1171,149,28.1,3.3
Estimate Households By Type Total Households Average Household Size,2.74,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.07,0.14,(X),(X)
Estimate Relationship Population In Households,11422,90,11422,(X)
Estimate Relationship Population In Households Householder,4162,150,36.4,1.3
Estimate Relationship Population In Households Spouse,2635,173,23.1,1.5
Estimate Relationship Population In Households Unmarried Partner,362,98,3.2,0.9
Estimate Relationship Population In Households Child,3578,243,31.3,2.1
Estimate Relationship Population In Households Other Relatives,418,154,3.7,1.3
Estimate Relationship Population In Households Other Nonrelatives,267,110,2.3,1.0
Estimate Marital Status Males 15 Years And Over,4691,248,4691,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1475,275,31.4,4.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2759,158,58.8,4.6
Estimate Marital Status Males 15 Years And Over Separated,26,19,0.6,0.4
Estimate Marital Status Males 15 Years And Over Widowed,70,39,1.5,0.8
Estimate Marital Status Males 15 Years And Over Divorced,361,102,7.7,2.1
Estimate Marital Status Females 15 Years And Over,4942,266,4942,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1305,198,26.4,3.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2752,184,55.7,4.0
Estimate Marital Status Females 15 Years And Over Separated,73,40,1.5,0.8
Estimate Marital Status Females 15 Years And Over Widowed,313,123,6.3,2.4
Estimate Marital Status Females 15 Years And Over Divorced,499,126,10.1,2.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,101,48,101,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",15,22,14.9,20.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",11,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",41,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,100,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",75,48,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,31,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,167,69,167,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,12,18,7.2,10.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,21.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,21.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,21.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,12,18,7.2,10.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,12,18,12,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,0.0,95.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,0.0,95.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2925,278,2925,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",328,137,11.2,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,173,87,5.9,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),893,168,30.5,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),663,148,22.7,4.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,868,203,29.7,6.1
Estimate Educational Attainment Population 25 Years And Over,8143,282,8143,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,119,55,1.5,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",417,199,5.1,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2007,278,24.6,3.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1524,221,18.7,2.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1071,210,13.2,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1960,264,24.1,3.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1045,170,12.8,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7607,246,93.4,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3005,291,36.9,4.1
Estimate Veteran Status Civilian Population 18 Years And Over,9135,241,9135,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,510,114,5.6,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11410,94,11410,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1388,247,12.2,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2345,238,2345,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,95,70,4.1,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,7385,306,7385,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,877,227,11.9,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1680,226,1680,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,416,88,24.8,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over,11427,55,11427,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10350,315,90.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1077,302,9.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1077,302,9.4,2.6
