,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1712,248,1712,(X)
Estimate Households By Type Total Households Married-Couple Household,539,134,31.5,8.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,87,64,5.1,3.8
Estimate Households By Type Total Households Cohabiting Couple Household,76,56,4.4,3.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",574,235,33.5,11.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",109,139,6.4,7.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",311,142,18.2,7.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",97,68,5.7,4.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",523,164,30.5,9.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",74,53,4.3,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",384,147,22.4,8.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",201,98,11.7,5.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,395,162,23.1,8.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,609,122,35.6,6.5
Estimate Households By Type Total Households Average Household Size,2.00,0.23,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.71,0.38,(X),(X)
Estimate Relationship Population In Households,3428,532,3428,(X)
Estimate Relationship Population In Households Householder,1712,248,49.9,5.7
Estimate Relationship Population In Households Spouse,545,138,15.9,3.9
Estimate Relationship Population In Households Unmarried Partner,100,80,2.9,2.3
Estimate Relationship Population In Households Child,622,218,18.1,5.7
Estimate Relationship Population In Households Other Relatives,389,286,11.3,7.7
Estimate Relationship Population In Households Other Nonrelatives,60,78,1.8,2.2
Estimate Marital Status Males 15 Years And Over,1642,408,1642,(X)
Estimate Marital Status Males 15 Years And Over Never Married,742,345,45.2,12.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",688,172,41.9,11.5
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,2.4
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,2.4
Estimate Marital Status Males 15 Years And Over Divorced,212,132,12.9,7.8
Estimate Marital Status Females 15 Years And Over,1406,236,1406,(X)
Estimate Marital Status Females 15 Years And Over Never Married,301,132,21.4,8.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",625,142,44.5,8.3
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,2.8
Estimate Marital Status Females 15 Years And Over Widowed,143,91,10.2,6.2
Estimate Marital Status Females 15 Years And Over Divorced,337,119,24.0,7.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,79,62,79,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",29,40,36.7,43.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",98,135,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",158,152,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",143,202,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",176,184,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,48,71,48,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,47.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,697,256,697,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",21,31,3.0,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,34,33,4.9,4.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),189,129,27.1,16.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),146,128,20.9,16.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,307,160,44.0,16.0
Estimate Educational Attainment Population 25 Years And Over,2560,382,2560,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2,5,0.1,0.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",103,69,4.0,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),645,197,25.2,6.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",799,207,31.2,6.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,258,115,10.1,4.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,585,176,22.9,6.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,168,75,6.6,3.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2455,367,95.9,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,753,196,29.4,7.0
Estimate Veteran Status Civilian Population 18 Years And Over,2902,459,2902,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,179,97,6.2,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3439,530,3439,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,466,139,13.6,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,537,196,537,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,11,20,2.0,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2110,424,2110,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,175,104,8.3,4.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,792,157,792,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,280,93,35.4,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over,3385,529,3385,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2843,448,84.0,8.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),542,314,16.0,8.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,531,313,15.7,8.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,309,244,9.1,6.9
