,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,10372,291,10372,(X)
Estimate Households By Type Total Households Married-Couple Household,6518,269,62.8,3.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3346,219,32.3,2.6
Estimate Households By Type Total Households Cohabiting Couple Household,373,113,3.6,1.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,46,37,0.4,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1060,195,10.2,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",121,68,1.2,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",691,149,6.7,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",337,103,3.2,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2421,282,23.3,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",371,132,3.6,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1695,239,16.3,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",900,152,8.7,1.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3992,204,38.5,2.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3242,268,31.3,2.4
Estimate Households By Type Total Households Average Household Size,2.58,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.07,0.08,(X),(X)
Estimate Relationship Population In Households,26738,153,26738,(X)
Estimate Relationship Population In Households Householder,10372,291,38.8,1.0
Estimate Relationship Population In Households Spouse,6498,253,24.3,1.0
Estimate Relationship Population In Households Unmarried Partner,366,106,1.4,0.4
Estimate Relationship Population In Households Child,8315,319,31.1,1.2
Estimate Relationship Population In Households Other Relatives,819,178,3.1,0.7
Estimate Relationship Population In Households Other Nonrelatives,368,145,1.4,0.5
Estimate Marital Status Males 15 Years And Over,10310,350,10310,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2651,344,25.7,2.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6901,265,66.9,3.0
Estimate Marital Status Males 15 Years And Over Separated,66,42,0.6,0.4
Estimate Marital Status Males 15 Years And Over Widowed,225,87,2.2,0.8
Estimate Marital Status Males 15 Years And Over Divorced,467,127,4.5,1.2
Estimate Marital Status Females 15 Years And Over,11379,377,11379,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2720,339,23.9,2.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6868,272,60.4,2.8
Estimate Marital Status Females 15 Years And Over Separated,129,62,1.1,0.5
Estimate Marital Status Females 15 Years And Over Widowed,921,170,8.1,1.4
Estimate Marital Status Females 15 Years And Over Divorced,741,160,6.5,1.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,287,86,287,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",27,29,9.4,9.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",11,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,49,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",81,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",39,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,369,137,369,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,90,69,24.4,17.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,6,9,1.6,2.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,72,66,19.5,16.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,12,18,3.3,5.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,25,0.0,10.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,90,69,90,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,63,40,70.0,32.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,49,68,54.4,50.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7386,365,7386,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",730,222,9.9,3.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,454,120,6.1,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2814,337,38.1,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1748,254,23.7,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1640,231,22.2,2.9
Estimate Educational Attainment Population 25 Years And Over,18921,319,18921,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,303,129,1.6,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",240,105,1.3,0.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1791,267,9.5,1.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1269,226,6.7,1.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,676,154,3.6,0.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4983,349,26.3,1.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,9659,415,51.0,2.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,18378,322,97.1,0.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,14642,437,77.4,2.2
Estimate Veteran Status Civilian Population 18 Years And Over,20314,360,20314,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,478,138,2.4,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26783,152,26783,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2055,259,7.7,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6684,357,6684,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,221,120,3.3,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,15569,356,15569,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,652,171,4.2,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4530,374,4530,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1182,185,26.1,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over,26760,99,26760,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,23343,473,87.2,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3417,460,12.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2998,464,11.2,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1319,302,4.9,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1679,370,6.3,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,419,148,1.6,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1260,359,4.7,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,419,166,1.6,0.6
Estimate Place Of Birth Total Population,27016,61,27016,(X)
Estimate Place Of Birth Total Population Native,19920,576,73.7,2.1
Estimate Place Of Birth Total Population Native Born In United States,19249,595,71.3,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12118,645,44.9,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,7131,566,26.4,2.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",671,200,2.5,0.7
Estimate Place Of Birth Total Population Foreign Born,7096,582,26.3,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,7096,582,7096,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3692,472,52.0,4.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3404,422,48.0,4.8
Estimate Year Of Entry Population Born Outside The United States,7767,604,7767,(X)
Estimate Year Of Entry Population Born Outside The United States Native,671,200,671,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,249,119,37.1,13.9
