,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3016,355,3016,(X)
Estimate Households By Type Total Households Married-Couple Household,829,168,27.5,5.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,116,46,3.8,1.7
Estimate Households By Type Total Households Cohabiting Couple Household,185,92,6.1,3.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,28,46,0.9,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1106,343,36.7,8.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",21,32,0.7,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1016,341,33.7,8.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",10,18,0.3,0.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",896,227,29.7,7.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",818,220,27.1,7.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",92,58,3.1,1.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,165,79,5.5,2.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,305,105,10.1,3.5
Estimate Households By Type Total Households Average Household Size,1.53,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.34,0.13,(X),(X)
Estimate Relationship Population In Households,4614,443,4614,(X)
Estimate Relationship Population In Households Householder,3016,355,65.4,4.3
Estimate Relationship Population In Households Spouse,853,182,18.5,3.4
Estimate Relationship Population In Households Unmarried Partner,197,95,4.3,2.1
Estimate Relationship Population In Households Child,344,111,7.5,2.3
Estimate Relationship Population In Households Other Relatives,56,35,1.2,0.8
Estimate Relationship Population In Households Other Nonrelatives,148,95,3.2,2.0
Estimate Marital Status Males 15 Years And Over,2536,391,2536,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1263,333,49.8,9.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",956,182,37.7,6.7
Estimate Marital Status Males 15 Years And Over Separated,44,48,1.7,1.9
Estimate Marital Status Males 15 Years And Over Widowed,10,18,0.4,0.7
Estimate Marital Status Males 15 Years And Over Divorced,263,152,10.4,5.6
Estimate Marital Status Females 15 Years And Over,2044,234,2044,(X)
Estimate Marital Status Females 15 Years And Over Never Married,945,220,46.2,8.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",924,181,45.2,8.2
Estimate Marital Status Females 15 Years And Over Separated,24,39,1.2,1.9
Estimate Marital Status Females 15 Years And Over Widowed,35,32,1.7,1.6
Estimate Marital Status Females 15 Years And Over Divorced,116,72,5.7,3.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,59,24,59,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,42.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,556,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,54,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",121,62,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,15,23,15,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,346,117,346,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",46,15,13.3,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,22,33,6.4,9.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),54,52,15.6,14.1
