,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4871,356,4871,(X)
Estimate Households By Type Total Households Married-Couple Household,2465,260,50.6,5.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1180,198,24.2,4.1
Estimate Households By Type Total Households Cohabiting Couple Household,201,72,4.1,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,8,12,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",921,273,18.9,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",16,25,0.3,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",500,202,10.3,4.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",115,54,2.4,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1284,280,26.4,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",249,137,5.1,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",704,225,14.5,4.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",414,171,8.5,3.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1482,239,30.4,4.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1300,257,26.7,4.7
Estimate Households By Type Total Households Average Household Size,2.52,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.05,0.13,(X),(X)
Estimate Relationship Population In Households,12283,953,12283,(X)
Estimate Relationship Population In Households Householder,4871,356,39.7,2.1
Estimate Relationship Population In Households Spouse,2429,240,19.8,1.5
Estimate Relationship Population In Households Unmarried Partner,198,70,1.6,0.6
Estimate Relationship Population In Households Child,3421,481,27.9,2.7
Estimate Relationship Population In Households Other Relatives,478,170,3.9,1.3
Estimate Relationship Population In Households Other Nonrelatives,886,429,7.2,3.4
Estimate Marital Status Males 15 Years And Over,5301,607,5301,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1909,401,36.0,6.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2664,273,50.3,6.7
Estimate Marital Status Males 15 Years And Over Separated,230,296,4.3,5.3
Estimate Marital Status Males 15 Years And Over Widowed,70,58,1.3,1.1
Estimate Marital Status Males 15 Years And Over Divorced,428,214,8.1,3.5
Estimate Marital Status Females 15 Years And Over,5098,434,5098,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1643,256,32.2,4.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2492,245,48.9,4.1
Estimate Marital Status Females 15 Years And Over Separated,45,32,0.9,0.6
Estimate Marital Status Females 15 Years And Over Widowed,259,112,5.1,2.1
Estimate Marital Status Females 15 Years And Over Divorced,659,219,12.9,3.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,67,42,67,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,21,0.0,40.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",24,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,136,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",27,28,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,22,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,185,93,185,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,23,25,12.4,13.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,19.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,19.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,12,19,6.5,10.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,11,16,5.9,9.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,23,25,23,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,17,20,73.9,32.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,11,16,47.8,52.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2636,331,2636,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",153,77,5.8,3.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,93,64,3.5,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1093,249,41.5,7.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),716,197,27.2,6.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,581,134,22.0,4.7
Estimate Educational Attainment Population 25 Years And Over,9022,692,9022,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,247,172,2.7,1.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",103,73,1.1,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),919,261,10.2,2.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",776,288,8.6,3.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,468,253,5.2,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2703,433,30.0,4.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3806,469,42.2,4.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,8672,614,96.1,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6509,503,72.1,5.0
Estimate Veteran Status Civilian Population 18 Years And Over,9829,764,9829,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,198,76,2.0,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,12389,945,12389,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1040,281,8.4,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2564,390,2564,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,52,43,2.0,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8034,706,8034,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,462,193,5.8,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1791,351,1791,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,526,184,29.4,8.8
Estimate Residence 1 Year Ago Population 1 Year And Over,12349,929,12349,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10958,814,88.7,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1391,451,11.3,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1092,360,8.8,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,517,187,4.2,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,575,311,4.7,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,358,177,2.9,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,217,242,1.8,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,299,248,2.4,1.9
Estimate Place Of Birth Total Population,12428,944,12428,(X)
Estimate Place Of Birth Total Population Native,8944,661,72.0,4.7
Estimate Place Of Birth Total Population Native Born In United States,8786,661,70.7,4.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5589,658,45.0,4.9
Estimate Place Of Birth Total Population Native Born In United States Different State,3197,434,25.7,3.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",158,95,1.3,0.8
Estimate Place Of Birth Total Population Foreign Born,3484,743,28.0,4.7
Estimate U.S. Citizenship Status Foreign-Born Population,3484,743,3484,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2295,639,65.9,7.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1189,298,34.1,7.9
Estimate Year Of Entry Population Born Outside The United States,3642,741,3642,(X)
Estimate Year Of Entry Population Born Outside The United States Native,158,95,158,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,79,58,50.0,20.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,79,55,50.0,20.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3484,743,3484,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,871,288,25.0,7.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2613,652,75.0,7.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3484,743,3484,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1048,298,30.1,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1394,376,40.0,10.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",256,216,7.3,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,11,0.2,0.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",721,504,20.7,11.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",58,43,1.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over,11836,902,11836,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8172,696,69.0,5.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,3664,826,31.0,5.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1208,521,10.2,4.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,349,247,2.9,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",35,47,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1695,633,14.3,4.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",723,494,6.1,4.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1255,228,10.6,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",404,103,3.4,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,365,338,3.1,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",46,45,0.4,0.4
Estimate Ancestry Total Population,12428,944,12428,(X)
Estimate Ancestry Total Population American,277,130,2.2,1.0
Estimate Ancestry Total Population Arab,156,210,1.3,1.6
Estimate Ancestry Total Population Czech,31,30,0.2,0.2
Estimate Ancestry Total Population Danish,81,69,0.7,0.6
Estimate Ancestry Total Population Dutch,12,15,0.1,0.1
Estimate Ancestry Total Population English,784,218,6.3,1.7
Estimate Ancestry Total Population French (Except Basque),190,97,1.5,0.8
Estimate Ancestry Total Population French Canadian,151,88,1.2,0.7
Estimate Ancestry Total Population German,822,247,6.6,1.9
Estimate Ancestry Total Population Greek,92,75,0.7,0.6
Estimate Ancestry Total Population Hungarian,99,77,0.8,0.6
Estimate Ancestry Total Population Irish,1756,383,14.1,3.1
Estimate Ancestry Total Population Italian,1770,398,14.2,3.2
Estimate Ancestry Total Population Lithuanian,68,45,0.5,0.4
Estimate Ancestry Total Population Norwegian,111,90,0.9,0.7
Estimate Ancestry Total Population Polish,320,116,2.6,0.9
Estimate Ancestry Total Population Portuguese,96,108,0.8,0.9
Estimate Ancestry Total Population Russian,368,139,3.0,1.1
Estimate Ancestry Total Population Scotch-Irish,76,72,0.6,0.6
Estimate Ancestry Total Population Scottish,291,136,2.3,1.1
