,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4171,288,4171,(X)
Estimate Households By Type Total Households Married-Couple Household,2089,232,50.1,5.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,482,139,11.6,3.4
Estimate Households By Type Total Households Cohabiting Couple Household,104,62,2.5,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,19,0.0,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",594,173,14.2,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",11,17,0.3,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",504,158,12.1,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",264,122,6.3,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1384,237,33.2,5.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",219,119,5.3,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",963,182,23.1,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",640,145,15.3,3.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,736,163,17.6,4.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2247,254,53.9,4.9
Estimate Households By Type Total Households Average Household Size,2.06,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.63,0.13,(X),(X)
Estimate Relationship Population In Households,8603,666,8603,(X)
Estimate Relationship Population In Households Householder,4171,288,48.5,2.7
Estimate Relationship Population In Households Spouse,2080,236,24.2,2.3
Estimate Relationship Population In Households Unmarried Partner,92,52,1.1,0.6
Estimate Relationship Population In Households Child,1711,350,19.9,3.3
Estimate Relationship Population In Households Other Relatives,239,116,2.8,1.3
Estimate Relationship Population In Households Other Nonrelatives,310,189,3.6,2.1
Estimate Marital Status Males 15 Years And Over,3565,388,3565,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1044,266,29.3,5.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2145,232,60.2,5.2
Estimate Marital Status Males 15 Years And Over Separated,10,15,0.3,0.4
Estimate Marital Status Males 15 Years And Over Widowed,121,57,3.4,1.7
Estimate Marital Status Males 15 Years And Over Divorced,245,100,6.9,2.8
Estimate Marital Status Females 15 Years And Over,4603,441,4603,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1121,321,24.4,5.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2194,273,47.7,5.9
Estimate Marital Status Females 15 Years And Over Separated,66,61,1.4,1.3
Estimate Marital Status Females 15 Years And Over Widowed,684,198,14.9,4.0
Estimate Marital Status Females 15 Years And Over Divorced,538,143,11.7,3.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,13,18,13,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,91.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,41,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",9,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,138,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,71,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",22,31,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,35,35,35,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,6,9,17.1,30.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,55.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,55.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,55.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,6,9,17.1,30.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,6,9,6,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,6,9,100.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1408,284,1408,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",40,37,2.8,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,23,1.0,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),515,120,36.6,8.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),465,143,33.0,8.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,374,195,26.6,10.9
Estimate Educational Attainment Population 25 Years And Over,7244,524,7244,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,102,59,1.4,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",331,171,4.6,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),746,171,10.3,2.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1008,221,13.9,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,607,178,8.4,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1906,292,26.3,3.3
