,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1678,172,1678,(X)
Estimate Households By Type Total Households Married-Couple Household,707,99,42.1,9.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,186,76,11.1,5.1
Estimate Households By Type Total Households Cohabiting Couple Household,130,71,7.7,4.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,26,37,1.5,2.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",173,60,10.3,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",6,10,0.4,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",136,53,8.1,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",73,39,4.4,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",668,232,39.8,10.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",33,29,2.0,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",557,229,33.2,10.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",261,144,15.6,7.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,259,65,15.4,4.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,755,160,45.0,8.5
Estimate Households By Type Total Households Average Household Size,1.97,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.69,0.18,(X),(X)
Estimate Relationship Population In Households,3305,71,3305,(X)
Estimate Relationship Population In Households Householder,1678,172,50.8,5.1
Estimate Relationship Population In Households Spouse,708,98,21.4,2.9
Estimate Relationship Population In Households Unmarried Partner,113,60,3.4,1.8
Estimate Relationship Population In Households Child,698,132,21.1,3.9
Estimate Relationship Population In Households Other Relatives,74,37,2.2,1.1
Estimate Relationship Population In Households Other Nonrelatives,34,25,1.0,0.8
Estimate Marital Status Males 15 Years And Over,1244,125,1244,(X)
Estimate Marital Status Males 15 Years And Over Never Married,368,80,29.6,5.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",717,104,57.6,6.4
Estimate Marital Status Males 15 Years And Over Separated,14,19,1.1,1.5
Estimate Marital Status Males 15 Years And Over Widowed,32,23,2.6,1.8
Estimate Marital Status Males 15 Years And Over Divorced,113,51,9.1,4.0
Estimate Marital Status Females 15 Years And Over,1854,155,1854,(X)
Estimate Marital Status Females 15 Years And Over Never Married,669,200,36.1,8.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",700,93,37.8,7.3
Estimate Marital Status Females 15 Years And Over Separated,26,21,1.4,1.2
Estimate Marital Status Females 15 Years And Over Widowed,179,85,9.7,4.5
Estimate Marital Status Females 15 Years And Over Divorced,280,150,15.1,7.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,23,33,23,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,68.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,90,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",36,51,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,273,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",113,159,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,119,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,8,12,8,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,492,113,492,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",35,38,7.1,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,16,17,3.3,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),130,45,26.4,10.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),132,65,26.8,11.4
