,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,18673,758,18673,(X)
Estimate Households By Type Total Households Married-Couple Household,6312,667,33.8,3.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3082,531,16.5,2.9
Estimate Households By Type Total Households Cohabiting Couple Household,1163,310,6.2,1.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,433,151,2.3,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",4003,593,21.4,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",148,104,0.8,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2475,479,13.3,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",657,186,3.5,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",7195,713,38.5,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",2086,454,11.2,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",3718,678,19.9,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1908,400,10.2,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,6881,564,36.8,3.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,5483,615,29.4,3.0
Estimate Households By Type Total Households Average Household Size,2.70,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.52,0.13,(X),(X)
Estimate Relationship Population In Households,50440,2112,50440,(X)
Estimate Relationship Population In Households Householder,18673,758,37.0,1.2
Estimate Relationship Population In Households Spouse,6114,637,12.1,1.1
Estimate Relationship Population In Households Unmarried Partner,1127,298,2.2,0.6
Estimate Relationship Population In Households Child,16121,1269,32.0,1.8
Estimate Relationship Population In Households Other Relatives,6809,930,13.5,1.7
Estimate Relationship Population In Households Other Nonrelatives,1596,433,3.2,0.9
Estimate Marital Status Males 15 Years And Over,19919,1222,19919,(X)
Estimate Marital Status Males 15 Years And Over Never Married,9362,859,47.0,2.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",7912,757,39.7,2.9
