,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2123,211,2123,(X)
Estimate Households By Type Total Households Married-Couple Household,1308,173,61.6,7.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,512,108,24.1,4.9
Estimate Households By Type Total Households Cohabiting Couple Household,56,37,2.6,1.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,16,25,0.8,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",200,104,9.4,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",13,19,0.6,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",187,103,8.8,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",187,103,8.8,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",559,159,26.3,6.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",126,77,5.9,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",362,137,17.1,5.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",257,101,12.1,4.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,686,124,32.3,5.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,966,157,45.5,5.7
Estimate Households By Type Total Households Average Household Size,2.43,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.93,0.17,(X),(X)
Estimate Relationship Population In Households,5151,492,5151,(X)
Estimate Relationship Population In Households Householder,2123,211,41.2,2.4
Estimate Relationship Population In Households Spouse,1307,161,25.4,2.4
Estimate Relationship Population In Households Unmarried Partner,58,39,1.1,0.8
Estimate Relationship Population In Households Child,1483,260,28.8,3.4
Estimate Relationship Population In Households Other Relatives,127,100,2.5,1.9
Estimate Relationship Population In Households Other Nonrelatives,53,55,1.0,1.1
Estimate Marital Status Males 15 Years And Over,1927,255,1927,(X)
Estimate Marital Status Males 15 Years And Over Never Married,351,144,18.2,6.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1387,171,72.0,7.1
Estimate Marital Status Males 15 Years And Over Separated,0,19,0.0,2.1
Estimate Marital Status Males 15 Years And Over Widowed,133,92,6.9,4.4
Estimate Marital Status Males 15 Years And Over Divorced,56,46,2.9,2.5
Estimate Marital Status Females 15 Years And Over,2273,247,2273,(X)
Estimate Marital Status Females 15 Years And Over Never Married,440,175,19.4,6.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1357,160,59.7,6.1
Estimate Marital Status Females 15 Years And Over Separated,0,19,0.0,1.7
Estimate Marital Status Females 15 Years And Over Widowed,215,90,9.5,3.9
Estimate Marital Status Females 15 Years And Over Divorced,261,134,11.5,5.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,13,19,13,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,91.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,84,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",13,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,203,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,164,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",21,32,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,47,50,47,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,48.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,48.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1287,245,1287,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",78,67,6.1,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,84,88,6.5,7.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),544,157,42.3,10.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),282,119,21.9,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,299,169,23.2,10.8
Estimate Educational Attainment Population 25 Years And Over,3700,333,3700,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,20,30,0.5,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",63,78,1.7,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),118,90,3.2,2.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",278,130,7.5,3.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,78,51,2.1,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1126,230,30.4,5.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2017,293,54.5,5.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3617,330,97.8,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3143,323,84.9,4.0
Estimate Veteran Status Civilian Population 18 Years And Over,3992,389,3992,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,284,105,7.1,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5155,492,5155,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,626,163,12.1,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1163,226,1163,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,58,69,5.0,6.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2660,362,2660,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,53,71,2.0,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1332,175,1332,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,515,139,38.7,8.6
Estimate Residence 1 Year Ago Population 1 Year And Over,5144,490,5144,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4720,477,91.8,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),424,245,8.2,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,424,245,8.2,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,353,239,6.9,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,71,59,1.4,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,50,54,1.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,21,25,0.4,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.8
Estimate Place Of Birth Total Population,5155,492,5155,(X)
Estimate Place Of Birth Total Population Native,4568,475,88.6,3.1
Estimate Place Of Birth Total Population Native Born In United States,4419,457,85.7,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2254,341,43.7,4.8
