,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,5230,391,5230,(X)
Estimate Households By Type Total Households Married-Couple Household,2019,347,38.6,5.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,663,243,12.7,4.4
Estimate Households By Type Total Households Cohabiting Couple Household,282,116,5.4,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,37,32,0.7,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",782,247,15.0,4.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",51,61,1.0,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",520,174,9.9,3.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",284,146,5.4,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2147,296,41.1,5.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",652,172,12.5,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1059,209,20.2,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",476,142,9.1,2.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1626,321,31.1,5.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1744,243,33.3,3.9
Estimate Households By Type Total Households Average Household Size,2.42,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.06,0.17,(X),(X)
Estimate Relationship Population In Households,12678,1192,12678,(X)
Estimate Relationship Population In Households Householder,5230,391,41.3,2.3
Estimate Relationship Population In Households Spouse,2017,378,15.9,2.3
Estimate Relationship Population In Households Unmarried Partner,329,155,2.6,1.2
Estimate Relationship Population In Households Child,3864,545,30.5,2.7
Estimate Relationship Population In Households Other Relatives,952,329,7.5,2.3
Estimate Relationship Population In Households Other Nonrelatives,286,122,2.3,1.0
Estimate Marital Status Males 15 Years And Over,5115,685,5115,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2136,504,41.8,6.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2271,380,44.4,6.8
Estimate Marital Status Males 15 Years And Over Separated,48,48,0.9,1.0
Estimate Marital Status Males 15 Years And Over Widowed,63,44,1.2,0.8
Estimate Marital Status Males 15 Years And Over Divorced,597,208,11.7,3.9
Estimate Marital Status Females 15 Years And Over,6118,563,6118,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2749,467,44.9,5.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2103,344,34.4,5.0
Estimate Marital Status Females 15 Years And Over Separated,107,69,1.7,1.2
Estimate Marital Status Females 15 Years And Over Widowed,614,194,10.0,3.1
Estimate Marital Status Females 15 Years And Over Divorced,545,147,8.9,2.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,100,64,100,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",35,44,35.0,39.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",15,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",30,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",12,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",63,45,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,32,(X),(X)
