,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,345,122,345,(X)
Estimate Households By Type Total Households Married-Couple Household,82,62,23.8,18.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,36,42,10.4,12.5
Estimate Households By Type Total Households Cohabiting Couple Household,22,25,6.4,7.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,10.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",86,50,24.9,15.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,10.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",76,48,22.0,14.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",18,27,5.2,8.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",155,117,44.9,23.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",83,110,24.1,26.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",72,53,20.9,16.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",35,40,10.1,11.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,119,118,34.5,26.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,61,48,17.7,15.0
Estimate Households By Type Total Households Average Household Size,1.92,0.46,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.64,0.89,(X),(X)
Estimate Relationship Population In Households,663,275,663,(X)
Estimate Relationship Population In Households Householder,345,122,52.0,13.3
Estimate Relationship Population In Households Spouse,78,57,11.8,7.1
Estimate Relationship Population In Households Unmarried Partner,25,28,3.8,4.8
Estimate Relationship Population In Households Child,154,112,23.2,10.0
Estimate Relationship Population In Households Other Relatives,55,64,8.3,8.4
Estimate Relationship Population In Households Other Nonrelatives,6,11,0.9,1.7
Estimate Marital Status Males 15 Years And Over,235,94,235,(X)
Estimate Marital Status Males 15 Years And Over Never Married,73,43,31.1,21.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",108,85,46.0,25.8
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,15.6
Estimate Marital Status Males 15 Years And Over Widowed,36,52,15.3,21.7
Estimate Marital Status Males 15 Years And Over Divorced,18,27,7.7,12.1
Estimate Marital Status Females 15 Years And Over,306,126,306,(X)
Estimate Marital Status Females 15 Years And Over Never Married,140,113,45.8,25.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",107,80,35.0,23.7
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,12.2
Estimate Marital Status Females 15 Years And Over Widowed,11,17,3.6,5.9
Estimate Marital Status Females 15 Years And Over Divorced,48,44,15.7,16.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,31,36,31,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,59.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,258,(X),(X)
