,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1694,120,1694,(X)
Estimate Households By Type Total Households Married-Couple Household,719,86,42.4,4.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,211,51,12.5,3.1
Estimate Households By Type Total Households Cohabiting Couple Household,201,66,11.9,3.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,67,46,4.0,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",294,68,17.4,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",4,5,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",274,69,16.2,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",98,44,5.8,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",480,75,28.3,4.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",49,24,2.9,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",340,69,20.1,4.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",213,55,12.6,3.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,357,63,21.1,3.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,716,79,42.3,3.9
Estimate Households By Type Total Households Average Household Size,2.15,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.73,0.16,(X),(X)
Estimate Relationship Population In Households,3644,297,3644,(X)
Estimate Relationship Population In Households Householder,1694,120,46.5,2.3
Estimate Relationship Population In Households Spouse,669,82,18.4,1.9
Estimate Relationship Population In Households Unmarried Partner,193,82,5.3,2.1
Estimate Relationship Population In Households Child,795,123,21.8,2.6
Estimate Relationship Population In Households Other Relatives,135,46,3.7,1.3
Estimate Relationship Population In Households Other Nonrelatives,158,79,4.3,2.0
