,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,88,83,88,(X)
Estimate Households By Type Total Households Married-Couple Household,42,67,47.7,52.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,34.6
Estimate Households By Type Total Households Cohabiting Couple Household,0,13,0.0,34.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,34.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",46,50,52.3,52.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",23,36,26.1,41.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",23,36,26.1,40.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,34.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",0,13,0.0,34.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,34.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",0,13,0.0,34.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,34.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,23,36,26.1,41.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,42,67,47.7,52.3
Estimate Households By Type Total Households Average Household Size,1.74,0.41,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.00,0.14,(X),(X)
Estimate Relationship Population In Households,153,156,153,(X)
Estimate Relationship Population In Households Householder,88,83,57.5,13.9
Estimate Relationship Population In Households Spouse,41,66,26.8,27.6
Estimate Relationship Population In Households Unmarried Partner,0,13,0.0,22.7
Estimate Relationship Population In Households Child,24,38,15.7,25.3
Estimate Relationship Population In Households Other Relatives,0,13,0.0,22.7
Estimate Relationship Population In Households Other Nonrelatives,0,13,0.0,22.7
Estimate Marital Status Males 15 Years And Over,112,105,112,(X)
Estimate Marital Status Males 15 Years And Over Never Married,47,52,42.0,33.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",42,67,37.5,49.3
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,29.2
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,29.2
Estimate Marital Status Males 15 Years And Over Divorced,23,36,20.5,25.4
Estimate Marital Status Females 15 Years And Over,41,66,41,(X)
Estimate Marital Status Females 15 Years And Over Never Married,0,13,0.0,51.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",41,66,100.0,51.4
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,51.4
Estimate Marital Status Females 15 Years And Over Widowed,0,13,0.0,51.4
Estimate Marital Status Females 15 Years And Over Divorced,0,13,0.0,51.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",-666666666,-222222222,(X),(X)
