,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,7587,299,7587,(X)
Estimate Households By Type Total Households Married-Couple Household,4066,317,53.6,4.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1730,220,22.8,3.1
Estimate Households By Type Total Households Cohabiting Couple Household,871,296,11.5,4.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,305,237,4.0,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",905,216,11.9,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,21,0.0,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",598,185,7.9,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",198,86,2.6,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1745,406,23.0,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",137,96,1.8,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1269,379,16.7,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",740,250,9.8,3.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2289,234,30.2,3.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2366,286,31.2,3.5
Estimate Households By Type Total Households Average Household Size,2.44,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.92,0.13,(X),(X)
Estimate Relationship Population In Households,18541,62,18541,(X)
Estimate Relationship Population In Households Householder,7587,299,40.9,1.6
Estimate Relationship Population In Households Spouse,4048,292,21.8,1.6
Estimate Relationship Population In Households Unmarried Partner,915,308,4.9,1.7
Estimate Relationship Population In Households Child,4851,362,26.2,1.9
Estimate Relationship Population In Households Other Relatives,815,288,4.4,1.6
Estimate Relationship Population In Households Other Nonrelatives,325,162,1.8,0.9
Estimate Marital Status Males 15 Years And Over,7402,408,7402,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2463,421,33.3,5.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4336,393,58.6,5.2
Estimate Marital Status Males 15 Years And Over Separated,63,71,0.9,0.9
Estimate Marital Status Males 15 Years And Over Widowed,103,67,1.4,0.9
Estimate Marital Status Males 15 Years And Over Divorced,437,178,5.9,2.4
Estimate Marital Status Females 15 Years And Over,8143,375,8143,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2161,396,26.5,4.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4167,314,51.2,4.7
Estimate Marital Status Females 15 Years And Over Separated,142,97,1.7,1.2
Estimate Marital Status Females 15 Years And Over Widowed,633,227,7.8,2.7
Estimate Marital Status Females 15 Years And Over Divorced,1040,247,12.8,2.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,205,109,205,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",13,19,6.3,10.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",7,10,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,89,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",85,55,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,24,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,272,153,272,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,21,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3871,410,3871,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",237,145,6.1,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,208,119,5.4,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1906,363,49.2,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),737,208,19.0,5.0
