,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,7326,278,7326,(X)
Estimate Households By Type Total Households Married-Couple Household,3365,225,45.9,3.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1240,225,16.9,3.2
Estimate Households By Type Total Households Cohabiting Couple Household,407,125,5.6,1.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,97,63,1.3,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1300,280,17.7,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",192,149,2.6,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",841,201,11.5,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",284,107,3.9,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2254,308,30.8,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",624,255,8.5,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1363,221,18.6,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",708,153,9.7,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2241,299,30.6,4.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2013,205,27.5,2.7
Estimate Households By Type Total Households Average Household Size,2.32,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.90,0.12,(X),(X)
Estimate Relationship Population In Households,16974,130,16974,(X)
Estimate Relationship Population In Households Householder,7326,278,43.2,1.6
Estimate Relationship Population In Households Spouse,3354,218,19.8,1.3
Estimate Relationship Population In Households Unmarried Partner,393,120,2.3,0.7
Estimate Relationship Population In Households Child,5051,327,29.8,1.9
Estimate Relationship Population In Households Other Relatives,578,188,3.4,1.1
Estimate Relationship Population In Households Other Nonrelatives,272,119,1.6,0.7
Estimate Marital Status Males 15 Years And Over,6994,382,6994,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2352,352,33.6,3.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3605,243,51.5,4.2
Estimate Marital Status Males 15 Years And Over Separated,54,46,0.8,0.7
Estimate Marital Status Males 15 Years And Over Widowed,253,111,3.6,1.6
Estimate Marital Status Males 15 Years And Over Divorced,730,183,10.4,2.4
Estimate Marital Status Females 15 Years And Over,7694,343,7694,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2365,383,30.7,4.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3321,250,43.2,3.6
Estimate Marital Status Females 15 Years And Over Separated,191,143,2.5,1.8
Estimate Marital Status Females 15 Years And Over Widowed,781,148,10.2,1.9
Estimate Marital Status Females 15 Years And Over Divorced,1036,180,13.5,2.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,117,71,117,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",11,17,9.4,15.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",5,8,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",29,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,67,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",39,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",30,22,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,149,96,149,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,41,42,27.5,27.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,7,11,4.7,8.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,34,40,22.8,24.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,41,42,41,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,23,24,56.1,18.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,41,42,100.0,51.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3674,342,3674,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",197,67,5.4,1.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,117,87,3.2,2.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1472,213,40.1,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),956,231,26.0,5.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,932,211,25.4,4.6
Estimate Educational Attainment Population 25 Years And Over,12582,311,12582,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,89,56,0.7,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",536,165,4.3,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3328,450,26.5,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2130,287,16.9,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1500,249,11.9,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3146,365,25.0,2.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1853,268,14.7,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,11957,362,95.0,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4999,493,39.7,3.9
Estimate Veteran Status Civilian Population 18 Years And Over,14031,269,14031,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,582,121,4.1,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,17074,111,17074,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1961,296,11.5,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3243,270,3243,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,179,108,5.5,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,11249,299,11249,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1036,234,9.2,2.1
