,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11550,445,11550,(X)
Estimate Households By Type Total Households Married-Couple Household,5869,367,50.8,4.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2653,329,23.0,3.2
Estimate Households By Type Total Households Cohabiting Couple Household,540,173,4.7,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,154,110,1.3,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2306,482,20.0,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",47,48,0.4,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1805,450,15.6,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",685,342,5.9,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2835,449,24.5,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",360,131,3.1,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1652,265,14.3,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",736,193,6.4,1.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3661,308,31.7,3.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3339,446,28.9,3.3
Estimate Households By Type Total Households Average Household Size,2.48,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.14,0.11,(X),(X)
Estimate Relationship Population In Households,28655,454,28655,(X)
Estimate Relationship Population In Households Householder,11550,445,40.3,1.6
Estimate Relationship Population In Households Spouse,5790,364,20.2,1.2
Estimate Relationship Population In Households Unmarried Partner,555,159,1.9,0.6
Estimate Relationship Population In Households Child,8730,625,30.5,2.0
Estimate Relationship Population In Households Other Relatives,1517,401,5.3,1.4
Estimate Relationship Population In Households Other Nonrelatives,513,216,1.8,0.8
Estimate Marital Status Males 15 Years And Over,11578,560,11578,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3547,510,30.6,3.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6344,417,54.8,4.2
Estimate Marital Status Males 15 Years And Over Separated,75,58,0.6,0.5
Estimate Marital Status Males 15 Years And Over Widowed,206,112,1.8,0.9
Estimate Marital Status Males 15 Years And Over Divorced,1406,421,12.1,3.5
Estimate Marital Status Females 15 Years And Over,12090,444,12090,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3387,396,28.0,2.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6266,368,51.8,3.4
Estimate Marital Status Females 15 Years And Over Separated,275,167,2.3,1.4
Estimate Marital Status Females 15 Years And Over Widowed,568,194,4.7,1.6
Estimate Marital Status Females 15 Years And Over Divorced,1594,322,13.2,2.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,183,87,183,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",15,26,8.2,13.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",4,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",26,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",58,31,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",11,11,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,675,266,675,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,272,159,40.3,15.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,39,63,5.8,8.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,84,72,12.4,9.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,72,66,10.7,9.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,77,80,11.4,11.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,272,159,272,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,134,99,49.3,19.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,208,145,76.5,23.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7235,669,7235,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",315,108,4.4,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,357,144,4.9,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3167,468,43.8,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1829,350,25.3,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1567,340,21.7,4.2
Estimate Educational Attainment Population 25 Years And Over,20517,649,20517,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,443,172,2.2,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",775,211,3.8,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4720,722,23.0,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3827,555,18.7,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1901,394,9.3,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5576,519,27.2,2.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3275,460,16.0,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,19299,638,94.1,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,8851,654,43.1,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,22209,654,22209,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1178,293,5.3,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,28672,451,28672,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3050,468,10.6,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6576,640,6576,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,118,73,1.8,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17875,553,17875,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1787,386,10.0,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4221,506,4221,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1145,307,27.1,6.4
Estimate Residence 1 Year Ago Population 1 Year And Over,28687,459,28687,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,26113,777,91.0,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2574,603,9.0,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2391,602,8.3,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1121,352,3.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1270,434,4.4,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,942,394,3.3,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,328,146,1.1,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,183,172,0.6,0.6
Estimate Place Of Birth Total Population,28837,449,28837,(X)
Estimate Place Of Birth Total Population Native,25891,768,89.8,2.3
Estimate Place Of Birth Total Population Native Born In United States,25584,788,88.7,2.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,17322,891,60.1,2.9
Estimate Place Of Birth Total Population Native Born In United States Different State,8262,747,28.7,2.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",307,157,1.1,0.5
Estimate Place Of Birth Total Population Foreign Born,2946,651,10.2,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,2946,651,2946,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1550,381,52.6,10.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1396,479,47.4,10.0
Estimate Year Of Entry Population Born Outside The United States,3253,685,3253,(X)
Estimate Year Of Entry Population Born Outside The United States Native,307,157,307,(X)
