,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4005,300,4005,(X)
Estimate Households By Type Total Households Married-Couple Household,1856,260,46.3,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,653,158,16.3,3.9
Estimate Households By Type Total Households Cohabiting Couple Household,444,205,11.1,5.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,110,79,2.7,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",681,233,17.0,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",161,176,4.0,4.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",404,160,10.1,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",197,94,4.9,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1024,247,25.6,6.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",273,175,6.8,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",534,186,13.3,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",241,111,6.0,2.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1453,280,36.3,6.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1060,245,26.5,5.8
Estimate Households By Type Total Households Average Household Size,2.52,0.18,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.06,0.25,(X),(X)
Estimate Relationship Population In Households,10103,709,10103,(X)
Estimate Relationship Population In Households Householder,4005,300,39.6,2.8
Estimate Relationship Population In Households Spouse,1841,265,18.2,2.3
Estimate Relationship Population In Households Unmarried Partner,366,159,3.6,1.6
Estimate Relationship Population In Households Child,3009,467,29.8,3.8
Estimate Relationship Population In Households Other Relatives,673,285,6.7,2.6
Estimate Relationship Population In Households Other Nonrelatives,209,103,2.1,1.0
Estimate Marital Status Males 15 Years And Over,4096,427,4096,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1562,347,38.1,6.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1958,264,47.8,5.9
Estimate Marital Status Males 15 Years And Over Separated,41,53,1.0,1.3
Estimate Marital Status Males 15 Years And Over Widowed,169,82,4.1,1.9
Estimate Marital Status Males 15 Years And Over Divorced,366,162,8.9,3.9
Estimate Marital Status Females 15 Years And Over,4110,335,4110,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1158,299,28.2,7.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1995,261,48.5,5.4
Estimate Marital Status Females 15 Years And Over Separated,35,46,0.9,1.1
Estimate Marital Status Females 15 Years And Over Widowed,352,157,8.6,3.7
Estimate Marital Status Females 15 Years And Over Divorced,570,202,13.9,4.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,193,133,193,(X)
