,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11664,455,11664,(X)
Estimate Households By Type Total Households Married-Couple Household,6960,473,59.7,3.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2863,325,24.5,2.9
Estimate Households By Type Total Households Cohabiting Couple Household,842,320,7.2,2.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,28,30,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1649,307,14.1,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",225,171,1.9,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",736,180,6.3,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",222,95,1.9,0.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2213,375,19.0,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",147,87,1.3,0.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1206,237,10.3,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",745,205,6.4,1.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3654,362,31.3,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3633,353,31.1,2.8
Estimate Households By Type Total Households Average Household Size,2.70,0.08,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.09,0.08,(X),(X)
Estimate Relationship Population In Households,31453,1051,31453,(X)
Estimate Relationship Population In Households Householder,11664,455,37.1,1.0
Estimate Relationship Population In Households Spouse,6954,447,22.1,1.2
Estimate Relationship Population In Households Unmarried Partner,964,396,3.1,1.2
Estimate Relationship Population In Households Child,9060,656,28.8,1.8
Estimate Relationship Population In Households Other Relatives,2240,435,7.1,1.4
Estimate Relationship Population In Households Other Nonrelatives,571,232,1.8,0.7
Estimate Marital Status Males 15 Years And Over,13213,677,13213,(X)
Estimate Marital Status Males 15 Years And Over Never Married,4575,575,34.6,3.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",7360,447,55.7,3.2
Estimate Marital Status Males 15 Years And Over Separated,213,172,1.6,1.3
Estimate Marital Status Males 15 Years And Over Widowed,257,97,1.9,0.8
Estimate Marital Status Males 15 Years And Over Divorced,808,222,6.1,1.7
Estimate Marital Status Females 15 Years And Over,13584,680,13584,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3955,521,29.1,3.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",7240,479,53.3,3.7
Estimate Marital Status Females 15 Years And Over Separated,120,157,0.9,1.1
Estimate Marital Status Females 15 Years And Over Widowed,1022,202,7.5,1.4
Estimate Marital Status Females 15 Years And Over Divorced,1247,263,9.2,1.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,295,111,295,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",133,95,45.1,24.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",38,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",41,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,44,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",60,31,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",34,23,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,798,217,798,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,96,60,12.0,7.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,42,42,5.3,5.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,11,23,1.4,3.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,4.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,43,39,5.4,5.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,96,60,96,(X)
