,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11707,597,11707,(X)
Estimate Households By Type Total Households Married-Couple Household,3397,308,29.0,2.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,657,114,5.6,1.0
Estimate Households By Type Total Households Cohabiting Couple Household,955,184,8.2,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,41,42,0.4,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3062,424,26.2,3.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",24,36,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2642,369,22.6,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",368,102,3.1,0.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4293,464,36.7,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",236,125,2.0,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",3293,397,28.1,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",835,204,7.1,1.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1025,158,8.8,1.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2559,321,21.9,2.6
Estimate Households By Type Total Households Average Household Size,1.71,0.05,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.48,0.11,(X),(X)
Estimate Relationship Population In Households,19967,1014,19967,(X)
Estimate Relationship Population In Households Householder,11707,597,58.6,1.7
Estimate Relationship Population In Households Spouse,3361,299,16.8,1.4
Estimate Relationship Population In Households Unmarried Partner,986,190,4.9,0.9
Estimate Relationship Population In Households Child,2297,403,11.5,1.8
Estimate Relationship Population In Households Other Relatives,483,170,2.4,0.8
Estimate Relationship Population In Households Other Nonrelatives,1133,265,5.7,1.3
Estimate Marital Status Males 15 Years And Over,9614,676,9614,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5164,618,53.7,4.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3641,340,37.9,3.8
Estimate Marital Status Males 15 Years And Over Separated,135,63,1.4,0.7
Estimate Marital Status Males 15 Years And Over Widowed,85,61,0.9,0.6
Estimate Marital Status Males 15 Years And Over Divorced,589,237,6.1,2.4
Estimate Marital Status Females 15 Years And Over,11309,678,11309,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6204,615,54.9,3.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3519,304,31.1,3.0
Estimate Marital Status Females 15 Years And Over Separated,184,129,1.6,1.1
Estimate Marital Status Females 15 Years And Over Widowed,665,172,5.9,1.5
Estimate Marital Status Females 15 Years And Over Divorced,737,204,6.5,1.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,192,96,192,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",41,58,21.4,25.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",7,10,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",25,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",22,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",53,43,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,91,63,91,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,26,27,28.6,29.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,10,16,11.0,19.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,16,22,17.6,24.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,33.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,25,0.0,33.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,26,27,26,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,26,27,100.0,64.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,25,0.0,64.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5965,627,5965,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",268,185,4.5,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,35,35,0.6,0.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),764,200,12.8,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),296,124,5.0,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,4602,576,77.2,3.9
Estimate Educational Attainment Population 25 Years And Over,16578,773,16578,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,852,247,5.1,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",327,168,2.0,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1127,267,6.8,1.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",882,244,5.3,1.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,317,110,1.9,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5461,425,32.9,2.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,7612,553,45.9,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,15399,785,92.9,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,13073,737,78.9,2.5
Estimate Veteran Status Civilian Population 18 Years And Over,20674,979,20674,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,349,107,1.7,0.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,22535,1087,22535,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1924,370,8.5,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1908,367,1908,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,86,92,4.5,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17348,894,17348,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,991,265,5.7,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3279,361,3279,(X)
