,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,625,49,625,(X)
Estimate Households By Type Total Households Married-Couple Household,404,47,64.6,5.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,113,24,18.1,4.0
Estimate Households By Type Total Households Cohabiting Couple Household,37,13,5.9,1.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,5,8,0.8,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",94,29,15.0,4.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",10,8,1.6,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",65,24,10.4,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",27,14,4.3,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",90,30,14.4,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",5,8,0.8,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",46,21,7.4,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",18,10,2.9,1.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,142,28,22.7,4.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,203,22,32.5,2.8
Estimate Households By Type Total Households Average Household Size,2.58,0.15,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.91,0.17,(X),(X)
Estimate Relationship Population In Households,1611,112,1611,(X)
Estimate Relationship Population In Households Householder,625,49,38.8,2.3
Estimate Relationship Population In Households Spouse,412,42,25.6,2.1
Estimate Relationship Population In Households Unmarried Partner,40,13,2.5,0.8
Estimate Relationship Population In Households Child,453,60,28.1,2.7
Estimate Relationship Population In Households Other Relatives,47,25,2.9,1.5
Estimate Relationship Population In Households Other Nonrelatives,34,22,2.1,1.3
Estimate Marital Status Males 15 Years And Over,722,73,722,(X)
Estimate Marital Status Males 15 Years And Over Never Married,201,53,27.8,5.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",418,44,57.9,6.3
Estimate Marital Status Males 15 Years And Over Separated,8,7,1.1,1.0
Estimate Marital Status Males 15 Years And Over Widowed,24,17,3.3,2.4
Estimate Marital Status Males 15 Years And Over Divorced,71,27,9.8,3.5
Estimate Marital Status Females 15 Years And Over,722,73,722,(X)
Estimate Marital Status Females 15 Years And Over Never Married,199,49,27.6,5.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",417,43,57.8,5.5
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,5.4
Estimate Marital Status Females 15 Years And Over Widowed,29,13,4.0,1.8
Estimate Marital Status Females 15 Years And Over Divorced,77,26,10.7,3.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,5,6,5,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
