Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11200,639,11200,(X)
Estimate Households By Type Total Households Married-Couple Household,5603,380,50.0,3.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2671,289,23.8,2.9
Estimate Households By Type Total Households Cohabiting Couple Household,899,225,8.0,2.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,441,196,3.9,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1889,518,16.9,4.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",430,347,3.8,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",962,326,8.6,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",401,293,3.6,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2809,471,25.1,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",984,426,8.8,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1013,179,9.0,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",616,139,5.5,1.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4971,570,44.4,3.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3187,347,28.5,3.3
Estimate Households By Type Total Households Average Household Size,3.04,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.46,0.17,(X),(X)
Estimate Relationship Population In Households,34065,2260,34065,(X)
Estimate Relationship Population In Households Householder,11200,639,32.9,1.6
Estimate Relationship Population In Households Spouse,5682,378,16.7,1.3
Estimate Relationship Population In Households Unmarried Partner,962,302,2.8,0.9
Estimate Relationship Population In Households Child,12975,1657,38.1,2.7
Estimate Relationship Population In Households Other Relatives,2613,542,7.7,1.6
Estimate Relationship Population In Households Other Nonrelatives,633,244,1.9,0.7
Estimate Marital Status Males 15 Years And Over,15141,1284,15141,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5651,720,37.3,3.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6394,407,42.2,3.8
Estimate Marital Status Males 15 Years And Over Separated,348,145,2.3,1.0
Estimate Marital Status Males 15 Years And Over Widowed,308,120,2.0,0.8
Estimate Marital Status Males 15 Years And Over Divorced,2440,852,16.1,4.7
Estimate Marital Status Females 15 Years And Over,13162,823,13162,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4234,636,32.2,3.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6156,425,46.8,3.5
Estimate Marital Status Females 15 Years And Over Separated,357,134,2.7,1.0
Estimate Marital Status Females 15 Years And Over Widowed,958,237,7.3,1.8
Estimate Marital Status Females 15 Years And Over Divorced,1457,451,11.1,3.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,615,278,615,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",363,262,59.0,20.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",75,53,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",71,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",36,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",125,70,(X),(X)
