Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4189,264,4189,(X)
Estimate Households By Type Total Households Married-Couple Household,1630,231,38.9,5.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,650,167,15.5,3.9
Estimate Households By Type Total Households Cohabiting Couple Household,353,138,8.4,3.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,109,59,2.6,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1221,255,29.1,5.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",68,54,1.6,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",832,226,19.9,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",349,148,8.3,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",985,178,23.5,4.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",116,66,2.8,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",646,158,15.4,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",220,90,5.3,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,950,163,22.7,3.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1113,192,26.6,4.3
Estimate Households By Type Total Households Average Household Size,2.36,0.15,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.96,0.24,(X),(X)
Estimate Relationship Population In Households,9881,465,9881,(X)
Estimate Relationship Population In Households Householder,4189,264,42.4,2.6
Estimate Relationship Population In Households Spouse,1605,222,16.2,2.1
Estimate Relationship Population In Households Unmarried Partner,338,142,3.4,1.5
Estimate Relationship Population In Households Child,2195,408,22.2,3.6
Estimate Relationship Population In Households Other Relatives,384,212,3.9,2.1
Estimate Relationship Population In Households Other Nonrelatives,1170,317,11.8,3.3
Estimate Marital Status Males 15 Years And Over,5085,297,5085,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2853,272,56.1,4.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1785,250,35.1,4.6
Estimate Marital Status Males 15 Years And Over Separated,9,14,0.2,0.3
