Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,13643,537,13643,(X)
Estimate Households By Type Total Households Married-Couple Household,5763,356,42.2,2.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2222,267,16.3,2.1
Estimate Households By Type Total Households Cohabiting Couple Household,1418,353,10.4,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,589,231,4.3,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2197,253,16.1,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",134,73,1.0,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1491,229,10.9,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",427,104,3.1,0.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4265,446,31.3,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",707,238,5.2,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2618,391,19.2,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1563,331,11.5,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4023,365,29.5,2.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4386,441,32.1,2.8
Estimate Households By Type Total Households Average Household Size,2.50,0.08,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.15,0.10,(X),(X)
Estimate Relationship Population In Households,34059,1156,34059,(X)
Estimate Relationship Population In Households Householder,13643,537,40.1,1.3
Estimate Relationship Population In Households Spouse,5794,392,17.0,1.2
Estimate Relationship Population In Households Unmarried Partner,1473,336,4.3,0.9
Estimate Relationship Population In Households Child,9662,697,28.4,1.7
Estimate Relationship Population In Households Other Relatives,2368,561,7.0,1.6
Estimate Relationship Population In Households Other Nonrelatives,1119,300,3.3,0.9
Estimate Marital Status Males 15 Years And Over,13807,594,13807,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5499,679,39.8,3.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6058,387,43.9,3.5
Estimate Marital Status Males 15 Years And Over Separated,147,81,1.1,0.6
Estimate Marital Status Males 15 Years And Over Widowed,379,128,2.7,0.9
Estimate Marital Status Males 15 Years And Over Divorced,1724,279,12.5,2.0
Estimate Marital Status Females 15 Years And Over,14847,665,14847,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4533,440,30.5,2.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6176,380,41.6,2.8
