Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,13221,418,13221,(X)
Estimate Households By Type Total Households Married-Couple Household,4988,368,37.7,2.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1352,169,10.2,1.3
Estimate Households By Type Total Households Cohabiting Couple Household,1078,192,8.2,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,452,137,3.4,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2809,373,21.2,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",291,149,2.2,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2221,333,16.8,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",931,203,7.0,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4346,360,32.9,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",906,205,6.9,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2444,325,18.5,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1281,213,9.7,1.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3434,250,26.0,1.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4928,343,37.3,2.2
Estimate Households By Type Total Households Average Household Size,2.35,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.03,0.11,(X),(X)
Estimate Relationship Population In Households,31086,541,31086,(X)
Estimate Relationship Population In Households Householder,13221,418,42.5,1.3
Estimate Relationship Population In Households Spouse,5014,368,16.1,1.2
Estimate Relationship Population In Households Unmarried Partner,1158,186,3.7,0.6
Estimate Relationship Population In Households Child,8645,535,27.8,1.6
Estimate Relationship Population In Households Other Relatives,2191,407,7.0,1.3
Estimate Relationship Population In Households Other Nonrelatives,857,285,2.8,0.9
Estimate Marital Status Males 15 Years And Over,11884,479,11884,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3779,435,31.8,3.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",5276,384,44.4,3.5
Estimate Marital Status Males 15 Years And Over Separated,215,98,1.8,0.8
Estimate Marital Status Males 15 Years And Over Widowed,527,130,4.4,1.1
Estimate Marital Status Males 15 Years And Over Divorced,2087,335,17.6,2.7
Estimate Marital Status Females 15 Years And Over,13765,396,13765,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3888,307,28.2,2.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",5108,359,37.1,2.6
Estimate Marital Status Females 15 Years And Over Separated,697,271,5.1,1.9
Estimate Marital Status Females 15 Years And Over Widowed,1588,267,11.5,1.9
Estimate Marital Status Females 15 Years And Over Divorced,2484,286,18.0,2.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,322,130,322,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",181,116,56.2,22.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",45,29,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",48,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",115,46,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",5,6,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,803,225,803,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,405,150,50.4,15.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,109,71,13.6,8.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,116,83,14.4,10.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,28,31,3.5,4.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,152,82,18.9,9.0
