Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,117,26,117,(X)
Estimate Households By Type Total Households Married-Couple Household,76,21,65.0,10.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,24,14,20.5,10.7
Estimate Households By Type Total Households Cohabiting Couple Household,13,8,11.1,6.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,3,4,2.6,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",28,12,23.9,9.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,26.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",24,12,20.5,8.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",14,12,12.0,9.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",0,13,0.0,26.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,26.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",0,13,0.0,26.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,26.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,27,15,23.1,10.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,49,19,41.9,12.2
Estimate Households By Type Total Households Average Household Size,2.54,0.34,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.99,0.46,(X),(X)
Estimate Relationship Population In Households,297,76,297,(X)
Estimate Relationship Population In Households Householder,117,26,39.4,5.5
Estimate Relationship Population In Households Spouse,75,20,25.3,5.1
Estimate Relationship Population In Households Unmarried Partner,14,9,4.7,3.0
Estimate Relationship Population In Households Child,68,35,22.9,7.8
Estimate Relationship Population In Households Other Relatives,22,15,7.4,4.6
Estimate Relationship Population In Households Other Nonrelatives,1,3,0.3,1.0
Estimate Marital Status Males 15 Years And Over,142,31,142,(X)
Estimate Marital Status Males 15 Years And Over Never Married,31,11,21.8,7.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",83,21,58.5,8.3
Estimate Marital Status Males 15 Years And Over Separated,3,4,2.1,2.6
Estimate Marital Status Males 15 Years And Over Widowed,8,11,5.6,6.7
Estimate Marital Status Males 15 Years And Over Divorced,17,9,12.0,5.8
Estimate Marital Status Females 15 Years And Over,123,37,123,(X)
Estimate Marital Status Females 15 Years And Over Never Married,38,24,30.9,13.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",79,21,64.2,13.9
Estimate Marital Status Females 15 Years And Over Separated,1,2,0.8,2.2
Estimate Marital Status Females 15 Years And Over Widowed,0,13,0.0,25.8
Estimate Marital Status Females 15 Years And Over Divorced,5,5,4.1,4.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,3,5,3,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,524,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",48,88,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,1000,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,546,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",136,192,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,13,11,13,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,88.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,88.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,88.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,88.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,88.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,41,22,41,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",7,6,17.1,12.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,5,6,12.2,12.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),6,7,14.6,13.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),11,8,26.8,11.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,12,8,29.3,16.5
Estimate Educational Attainment Population 25 Years And Over,223,47,223,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,8,6,3.6,2.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",15,10,6.7,4.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),119,32,53.4,8.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",29,11,13.0,5.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,36,16,16.1,6.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,8,11,3.6,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,8,9,3.6,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,200,44,89.7,4.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,16,14,7.2,5.8
Estimate Veteran Status Civilian Population 18 Years And Over,254,58,254,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,31,13,12.2,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,297,76,297,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,58,21,19.5,7.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,43,25,43,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,48.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,180,49,180,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,28,16,15.6,8.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,74,29,74,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,30,17,40.5,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over,294,76,294,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,272,74,92.5,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),22,14,7.5,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,22,14,7.5,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,8,7,2.7,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,14,14,4.8,4.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,11,13,3.7,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,3,4,1.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,12.0
Estimate Place Of Birth Total Population,297,76,297,(X)
Estimate Place Of Birth Total Population Native,291,75,98.0,1.7
Estimate Place Of Birth Total Population Native Born In United States,291,75,98.0,1.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,264,75,88.9,5.4
Estimate Place Of Birth Total Population Native Born In United States Different State,27,15,9.1,5.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,11.8
Estimate Place Of Birth Total Population Foreign Born,6,5,2.0,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,6,5,6,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3,4,50.0,50.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3,5,50.0,50.0
Estimate Year Of Entry Population Born Outside The United States,6,5,6,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6,5,6,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,6,5,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6,5,6,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",3,5,50.0,50.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,4,50.0,50.0
Estimate Language Spoken At Home Population 5 Years And Over,276,66,276,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,269,64,97.5,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7,7,2.5,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",5,5,1.8,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,12.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,12.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7,7,2.5,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",5,5,1.8,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,12.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,12.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,12.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,12.7
Estimate Ancestry Total Population,297,76,297,(X)
Estimate Ancestry Total Population American,35,20,11.8,6.8
Estimate Ancestry Total Population Arab,0,13,0.0,11.8
Estimate Ancestry Total Population Czech,0,13,0.0,11.8
Estimate Ancestry Total Population Danish,0,13,0.0,11.8
Estimate Ancestry Total Population Dutch,4,6,1.3,2.0
Estimate Ancestry Total Population English,24,16,8.1,5.7
Estimate Ancestry Total Population French (Except Basque),3,4,1.0,1.5
Estimate Ancestry Total Population French Canadian,15,11,5.1,3.7
Estimate Ancestry Total Population German,21,14,7.1,5.0
Estimate Ancestry Total Population Greek,0,13,0.0,11.8
Estimate Ancestry Total Population Hungarian,0,13,0.0,11.8
Estimate Ancestry Total Population Irish,25,14,8.4,4.5
Estimate Ancestry Total Population Italian,21,13,7.1,3.8
Estimate Ancestry Total Population Lithuanian,0,13,0.0,11.8
Estimate Ancestry Total Population Norwegian,3,5,1.0,1.8
Estimate Ancestry Total Population Polish,9,6,3.0,2.2
Estimate Ancestry Total Population Portuguese,1,2,0.3,0.6
Estimate Ancestry Total Population Russian,0,13,0.0,11.8
