Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,14377,556,14377,(X)
Estimate Households By Type Total Households Married-Couple Household,5375,438,37.4,2.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2171,287,15.1,1.9
Estimate Households By Type Total Households Cohabiting Couple Household,1131,208,7.9,1.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,35,29,0.2,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3217,409,22.4,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",84,58,0.6,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2376,401,16.5,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",670,270,4.7,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4654,425,32.4,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",349,155,2.4,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",3351,347,23.3,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1360,265,9.5,1.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2734,302,19.0,1.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3769,378,26.2,2.5
Estimate Households By Type Total Households Average Household Size,2.03,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.82,0.10,(X),(X)
Estimate Relationship Population In Households,29227,1463,29227,(X)
Estimate Relationship Population In Households Householder,14377,556,49.2,1.6
Estimate Relationship Population In Households Spouse,5434,447,18.6,1.2
Estimate Relationship Population In Households Unmarried Partner,1142,214,3.9,0.7
Estimate Relationship Population In Households Child,5492,710,18.8,1.8
Estimate Relationship Population In Households Other Relatives,309,131,1.1,0.4
Estimate Relationship Population In Households Other Nonrelatives,2473,493,8.5,1.7
Estimate Marital Status Males 15 Years And Over,16868,1004,16868,(X)
Estimate Marital Status Males 15 Years And Over Never Married,9844,863,58.4,2.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6177,499,36.6,2.6
Estimate Marital Status Males 15 Years And Over Separated,105,71,0.6,0.4
Estimate Marital Status Males 15 Years And Over Widowed,211,93,1.3,0.5
Estimate Marital Status Males 15 Years And Over Divorced,531,129,3.1,0.8
Estimate Marital Status Females 15 Years And Over,18181,891,18181,(X)
Estimate Marital Status Females 15 Years And Over Never Married,10180,796,56.0,2.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",5797,453,31.9,2.4
Estimate Marital Status Females 15 Years And Over Separated,51,37,0.3,0.2
Estimate Marital Status Females 15 Years And Over Widowed,708,161,3.9,0.9
Estimate Marital Status Females 15 Years And Over Divorced,1445,248,7.9,1.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,323,104,323,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",79,66,24.5,17.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",8,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",24,8,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,1,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",17,9,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",57,26,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,48,48,48,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,2,11,4.2,26.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,28,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,47.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,2,11,4.2,26.2
