Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2256,228,2256,(X)
Estimate Households By Type Total Households Married-Couple Household,1125,181,49.9,7.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,410,161,18.2,6.7
Estimate Households By Type Total Households Cohabiting Couple Household,236,103,10.5,4.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,156,69,6.9,3.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",359,159,15.9,6.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,19,0.0,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",339,150,15.0,6.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",128,81,5.7,3.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",536,163,23.8,6.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",71,65,3.1,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",325,140,14.4,6.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",125,70,5.5,3.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,730,160,32.4,6.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,644,121,28.5,5.3
Estimate Households By Type Total Households Average Household Size,2.79,0.24,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.46,0.25,(X),(X)
Estimate Relationship Population In Households,6289,787,6289,(X)
Estimate Relationship Population In Households Householder,2256,228,35.9,3.0
Estimate Relationship Population In Households Spouse,1142,193,18.2,2.4
Estimate Relationship Population In Households Unmarried Partner,255,110,4.1,1.7
Estimate Relationship Population In Households Child,1932,374,30.7,3.4
Estimate Relationship Population In Households Other Relatives,651,271,10.4,3.7
Estimate Relationship Population In Households Other Nonrelatives,53,42,0.8,0.7
Estimate Marital Status Males 15 Years And Over,2652,336,2652,(X)
Estimate Marital Status Males 15 Years And Over Never Married,972,223,36.7,6.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1227,197,46.3,6.9
Estimate Marital Status Males 15 Years And Over Separated,75,73,2.8,2.6
Estimate Marital Status Males 15 Years And Over Widowed,46,60,1.7,2.3
Estimate Marital Status Males 15 Years And Over Divorced,332,139,12.5,5.0
Estimate Marital Status Females 15 Years And Over,2562,396,2562,(X)
Estimate Marital Status Females 15 Years And Over Never Married,599,219,23.4,6.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1420,216,55.4,7.0
Estimate Marital Status Females 15 Years And Over Separated,36,44,1.4,1.7
Estimate Marital Status Females 15 Years And Over Widowed,223,116,8.7,4.4
Estimate Marital Status Females 15 Years And Over Divorced,284,133,11.1,4.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,8,9,8,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",3,6,37.5,62.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",4,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",5,6,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,173,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",15,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,47,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,349,227,349,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,63,59,18.1,18.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,10.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,23,36,6.6,10.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,3,7,0.9,2.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,37,47,10.6,14.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,63,59,63,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,31,33,49.2,37.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,60,58,95.2,12.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1805,440,1805,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",101,111,5.6,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,18,16,1.0,1.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),736,237,40.8,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),418,160,23.2,10.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,532,247,29.5,9.7
Estimate Educational Attainment Population 25 Years And Over,4077,445,4077,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,84,71,2.1,1.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",152,93,3.7,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1419,303,34.8,6.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1257,245,30.8,5.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,422,153,10.4,3.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,467,156,11.5,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,276,140,6.8,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3841,442,94.2,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,743,221,18.2,4.9
Estimate Veteran Status Civilian Population 18 Years And Over,4844,537,4844,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,396,106,8.2,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6170,720,6170,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1054,234,17.1,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1326,302,1326,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,98,80,7.4,5.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4005,542,4005,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,525,164,13.1,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,839,194,839,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,431,191,51.4,13.9
Estimate Residence 1 Year Ago Population 1 Year And Over,6273,787,6273,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,5713,735,91.1,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),560,303,8.9,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,557,303,8.9,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,237,147,3.8,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,320,249,5.1,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,248,239,4.0,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,72,69,1.1,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,3,4,0.0,0.1
Estimate Place Of Birth Total Population,6289,787,6289,(X)
Estimate Place Of Birth Total Population Native,6093,782,96.9,1.7
Estimate Place Of Birth Total Population Native Born In United States,6005,784,95.5,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4123,601,65.6,6.4
Estimate Place Of Birth Total Population Native Born In United States Different State,1882,483,29.9,6.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",88,57,1.4,0.9
Estimate Place Of Birth Total Population Foreign Born,196,104,3.1,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,196,104,196,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,164,108,83.7,19.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,32,28,16.3,19.5
Estimate Year Of Entry Population Born Outside The United States,284,141,284,(X)
Estimate Year Of Entry Population Born Outside The United States Native,88,57,88,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,34.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,88,57,100.0,34.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,196,104,196,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,19,0.0,18.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,196,104,100.0,18.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",196,104,196,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",51,37,26.0,22.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",20,23,10.2,11.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",11,17,5.6,8.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,18.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",114,95,58.2,29.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,18.4
Estimate Language Spoken At Home Population 5 Years And Over,6040,701,6040,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6008,688,99.5,0.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,32,44,0.5,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",13,20,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,19,0.0,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,19,31,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,13,20,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",13,20,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Ancestry Total Population,6289,787,6289,(X)
Estimate Ancestry Total Population American,1071,456,17.0,7.3
Estimate Ancestry Total Population Arab,0,19,0.0,0.6
Estimate Ancestry Total Population Czech,0,19,0.0,0.6
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,91,116,1.4,1.8
Estimate Ancestry Total Population English,677,242,10.8,4.0
Estimate Ancestry Total Population French (Except Basque),139,106,2.2,1.7
Estimate Ancestry Total Population French Canadian,0,19,0.0,0.6
Estimate Ancestry Total Population German,556,219,8.8,3.4
Estimate Ancestry Total Population Greek,0,19,0.0,0.6
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,620,236,9.9,3.8
Estimate Ancestry Total Population Italian,267,245,4.2,4.0
Estimate Ancestry Total Population Lithuanian,0,19,0.0,0.6
Estimate Ancestry Total Population Norwegian,3,5,0.0,0.1
