Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1569,163,1569,(X)
Estimate Households By Type Total Households Married-Couple Household,838,126,53.4,7.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,317,75,20.2,5.2
Estimate Households By Type Total Households Cohabiting Couple Household,105,58,6.7,3.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,43,44,2.7,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",229,81,14.6,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",7,13,0.4,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",178,73,11.3,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",62,35,4.0,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",397,104,25.3,5.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",67,47,4.3,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",290,86,18.5,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",203,74,12.9,4.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,454,94,28.9,6.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,583,114,37.2,5.3
Estimate Households By Type Total Households Average Household Size,2.48,0.21,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.14,0.25,(X),(X)
Estimate Relationship Population In Households,3896,282,3896,(X)
Estimate Relationship Population In Households Householder,1569,163,40.3,3.4
Estimate Relationship Population In Households Spouse,861,149,22.1,3.4
Estimate Relationship Population In Households Unmarried Partner,92,46,2.4,1.2
Estimate Relationship Population In Households Child,1205,212,30.9,4.8
Estimate Relationship Population In Households Other Relatives,66,52,1.7,1.3
Estimate Relationship Population In Households Other Nonrelatives,103,86,2.6,2.2
Estimate Marital Status Males 15 Years And Over,1645,167,1645,(X)
Estimate Marital Status Males 15 Years And Over Never Married,569,135,34.6,6.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",900,133,54.7,7.7
Estimate Marital Status Males 15 Years And Over Separated,19,23,1.2,1.4
Estimate Marital Status Males 15 Years And Over Widowed,51,33,3.1,2.0
Estimate Marital Status Males 15 Years And Over Divorced,106,59,6.4,3.4
Estimate Marital Status Females 15 Years And Over,2003,164,2003,(X)
Estimate Marital Status Females 15 Years And Over Never Married,682,130,34.0,5.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",878,151,43.8,6.9
Estimate Marital Status Females 15 Years And Over Separated,23,27,1.1,1.3
Estimate Marital Status Females 15 Years And Over Widowed,194,97,9.7,4.6
Estimate Marital Status Females 15 Years And Over Divorced,226,78,11.3,3.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,16,25,16,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,11,0.0,68.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",14,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,78,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",35,54,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,82,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,8,11,8,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,8,11,100.0,96.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,11,0.0,96.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,11,0.0,96.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,11,0.0,96.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,8,11,100.0,96.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,8,11,8,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,8,11,100.0,96.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,11,0.0,96.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1338,185,1338,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",33,30,2.5,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,50,45,3.7,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),418,113,31.2,6.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),284,88,21.2,6.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,553,139,41.3,8.2
Estimate Educational Attainment Population 25 Years And Over,2714,247,2714,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,47,44,1.7,1.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",113,66,4.2,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),533,129,19.6,4.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",642,131,23.7,4.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,213,87,7.8,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,760,164,28.0,4.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,406,100,15.0,3.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2554,258,94.1,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1166,197,43.0,6.0
Estimate Veteran Status Civilian Population 18 Years And Over,3407,220,3407,(X)
