Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1849,272,1849,(X)
Estimate Households By Type Total Households Married-Couple Household,1304,256,70.5,6.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,358,115,19.4,5.6
Estimate Households By Type Total Households Cohabiting Couple Household,197,101,10.7,5.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,91,52,4.9,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",89,45,4.8,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",4,6,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",66,41,3.6,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",49,37,2.7,2.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",259,68,14.0,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",59,34,3.2,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",120,48,6.5,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",79,42,4.3,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,625,133,33.8,6.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,734,199,39.7,7.8
Estimate Households By Type Total Households Average Household Size,2.65,0.21,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.63,0.23,(X),(X)
Estimate Relationship Population In Households,4902,683,4902,(X)
Estimate Relationship Population In Households Householder,1849,272,37.7,2.9
Estimate Relationship Population In Households Spouse,1170,254,23.9,3.2
Estimate Relationship Population In Households Unmarried Partner,211,103,4.3,2.1
Estimate Relationship Population In Households Child,1102,266,22.5,4.2
Estimate Relationship Population In Households Other Relatives,252,127,5.1,2.3
Estimate Relationship Population In Households Other Nonrelatives,318,175,6.5,3.7
Estimate Marital Status Males 15 Years And Over,1895,304,1895,(X)
Estimate Marital Status Males 15 Years And Over Never Married,348,122,18.4,5.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1247,265,65.8,7.6
Estimate Marital Status Males 15 Years And Over Separated,5,8,0.3,0.4
Estimate Marital Status Males 15 Years And Over Widowed,70,51,3.7,2.7
Estimate Marital Status Males 15 Years And Over Divorced,225,88,11.9,4.5
Estimate Marital Status Females 15 Years And Over,2126,321,2126,(X)
Estimate Marital Status Females 15 Years And Over Never Married,284,132,13.4,5.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1300,273,61.1,8.9
Estimate Marital Status Females 15 Years And Over Separated,52,63,2.4,3.0
Estimate Marital Status Females 15 Years And Over Widowed,265,127,12.5,5.8
Estimate Marital Status Females 15 Years And Over Divorced,225,81,10.6,3.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,16,14,16,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",5,8,31.3,40.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",10,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",17,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",22,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",32,31,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,84,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,197,140,197,(X)
