Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,474,60,474,(X)
Estimate Households By Type Total Households Married-Couple Household,317,49,66.9,6.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,149,46,31.4,7.4
Estimate Households By Type Total Households Cohabiting Couple Household,6,6,1.3,1.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,3,4,0.6,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",74,25,15.6,4.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",16,10,3.4,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",45,21,9.5,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",11,11,2.3,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",77,28,16.2,5.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",8,13,1.7,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",59,21,12.4,4.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",33,16,7.0,3.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,176,50,37.1,7.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,122,32,25.7,6.5
Estimate Households By Type Total Households Average Household Size,2.86,0.27,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.38,0.35,(X),(X)
Estimate Relationship Population In Households,1354,168,1354,(X)
Estimate Relationship Population In Households Householder,474,60,35.0,3.3
Estimate Relationship Population In Households Spouse,305,43,22.5,2.8
Estimate Relationship Population In Households Unmarried Partner,6,6,0.4,0.4
Estimate Relationship Population In Households Child,506,106,37.4,4.4
Estimate Relationship Population In Households Other Relatives,54,36,4.0,2.6
Estimate Relationship Population In Households Other Nonrelatives,9,10,0.7,0.7
Estimate Marital Status Males 15 Years And Over,544,77,544,(X)
Estimate Marital Status Males 15 Years And Over Never Married,169,55,31.1,7.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",340,49,62.5,7.6
Estimate Marital Status Males 15 Years And Over Separated,2,3,0.4,0.6
Estimate Marital Status Males 15 Years And Over Widowed,2,3,0.4,0.6
Estimate Marital Status Males 15 Years And Over Divorced,31,16,5.7,2.8
Estimate Marital Status Females 15 Years And Over,456,66,456,(X)
Estimate Marital Status Females 15 Years And Over Never Married,73,32,16.0,5.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",308,45,67.5,8.0
Estimate Marital Status Females 15 Years And Over Separated,0,10,0.0,4.8
Estimate Marital Status Females 15 Years And Over Widowed,27,16,5.9,3.2
Estimate Marital Status Females 15 Years And Over Divorced,48,24,10.5,4.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,12,10,12,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,10,0.0,71.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,219,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",49,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,376,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",105,83,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",18,25,(X),(X)
