Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,17347,768,17347,(X)
Estimate Households By Type Total Households Married-Couple Household,8097,605,46.7,3.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2253,281,13.0,1.7
Estimate Households By Type Total Households Cohabiting Couple Household,987,269,5.7,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,173,112,1.0,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2805,438,16.2,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",153,136,0.9,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2191,391,12.6,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",637,210,3.7,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",5458,659,31.5,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",611,177,3.5,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",4053,628,23.4,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",2137,307,12.3,1.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3484,350,20.1,2.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,6582,531,37.9,2.7
Estimate Households By Type Total Households Average Household Size,2.21,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.89,0.12,(X),(X)
Estimate Relationship Population In Households,38368,1579,38368,(X)
Estimate Relationship Population In Households Householder,17347,768,45.2,2.1
Estimate Relationship Population In Households Spouse,8011,628,20.9,1.4
Estimate Relationship Population In Households Unmarried Partner,966,254,2.5,0.7
Estimate Relationship Population In Households Child,8176,804,21.3,1.7
Estimate Relationship Population In Households Other Relatives,2371,801,6.2,2.0
Estimate Relationship Population In Households Other Nonrelatives,1497,472,3.9,1.2
Estimate Marital Status Males 15 Years And Over,16124,886,16124,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5272,591,32.7,2.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",8924,677,55.3,3.7
Estimate Marital Status Males 15 Years And Over Separated,138,78,0.9,0.5
Estimate Marital Status Males 15 Years And Over Widowed,277,108,1.7,0.6
Estimate Marital Status Males 15 Years And Over Divorced,1513,354,9.4,2.1
Estimate Marital Status Females 15 Years And Over,17310,865,17310,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4803,740,27.7,3.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",8322,623,48.1,3.7
Estimate Marital Status Females 15 Years And Over Separated,189,116,1.1,0.7
Estimate Marital Status Females 15 Years And Over Widowed,1967,329,11.4,1.8
Estimate Marital Status Females 15 Years And Over Divorced,2029,306,11.7,1.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,559,234,559,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",80,79,14.3,13.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",17,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",70,29,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",75,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",85,52,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,394,234,394,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,223,238,56.6,36.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,24,33,6.1,8.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,161,224,40.9,41.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,9.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,38,52,9.6,14.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,223,238,223,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,96,124,43.0,16.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,221,238,99.1,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7945,888,7945,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",678,227,8.5,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,383,135,4.8,1.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3155,589,39.7,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1319,496,16.6,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2410,426,30.3,5.1
Estimate Educational Attainment Population 25 Years And Over,29728,1189,29728,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,794,302,2.7,1.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1129,286,3.8,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4238,656,14.3,2.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",4827,732,16.2,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1897,394,6.4,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,8341,721,28.1,2.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,8502,843,28.6,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,27805,1256,93.5,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,16843,1151,56.7,3.5
Estimate Veteran Status Civilian Population 18 Years And Over,31894,1226,31894,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,3609,426,11.3,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,38543,1587,38543,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4160,641,10.8,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,7334,1010,7334,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,399,258,5.4,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,21829,1167,21829,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1390,355,6.4,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,9380,857,9380,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2371,444,25.3,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over,39143,1602,39143,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,32973,1661,84.2,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6170,932,15.8,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5612,907,14.3,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2955,773,7.5,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2657,516,6.8,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1078,349,2.8,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1579,361,4.0,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,558,270,1.4,0.7
Estimate Place Of Birth Total Population,39517,1615,39517,(X)
Estimate Place Of Birth Total Population Native,35733,1541,90.4,1.8
Estimate Place Of Birth Total Population Native Born In United States,34847,1546,88.2,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,17639,1277,44.6,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,17208,960,43.5,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",886,260,2.2,0.7
Estimate Place Of Birth Total Population Foreign Born,3784,761,9.6,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,3784,761,3784,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2368,540,62.6,9.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1416,489,37.4,9.4
Estimate Year Of Entry Population Born Outside The United States,4670,841,4670,(X)
Estimate Year Of Entry Population Born Outside The United States Native,886,260,886,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,227,153,25.6,13.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,659,189,74.4,13.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3784,761,3784,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,963,378,25.4,8.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2821,623,74.6,8.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3784,761,3784,(X)
