Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,5450,745,5450,(X)
Estimate Households By Type Total Households Married-Couple Household,3265,556,59.9,7.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1261,341,23.1,6.1
Estimate Households By Type Total Households Cohabiting Couple Household,348,145,6.4,2.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,105,76,1.9,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",643,228,11.8,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,23,0.0,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",588,223,10.8,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",105,83,1.9,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1194,551,21.9,8.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",214,123,3.9,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",652,514,12.0,8.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",166,103,3.0,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1675,321,30.7,5.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1196,209,21.9,4.7
Estimate Households By Type Total Households Average Household Size,2.73,0.25,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.15,0.24,(X),(X)
Estimate Relationship Population In Households,14879,2368,14879,(X)
Estimate Relationship Population In Households Householder,5450,745,36.6,3.4
Estimate Relationship Population In Households Spouse,3244,593,21.8,2.4
Estimate Relationship Population In Households Unmarried Partner,362,141,2.4,1.0
Estimate Relationship Population In Households Child,4448,1244,29.9,4.6
Estimate Relationship Population In Households Other Relatives,933,341,6.3,2.4
Estimate Relationship Population In Households Other Nonrelatives,442,237,3.0,1.5
Estimate Marital Status Males 15 Years And Over,6472,1587,6472,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2144,1137,33.1,10.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3795,658,58.6,9.3
Estimate Marital Status Males 15 Years And Over Separated,16,26,0.2,0.4
Estimate Marital Status Males 15 Years And Over Widowed,43,52,0.7,0.8
Estimate Marital Status Males 15 Years And Over Divorced,474,193,7.3,3.3
Estimate Marital Status Females 15 Years And Over,5694,807,5694,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1223,389,21.5,6.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3325,545,58.4,8.1
Estimate Marital Status Females 15 Years And Over Separated,35,38,0.6,0.7
Estimate Marital Status Females 15 Years And Over Widowed,265,120,4.7,2.0
Estimate Marital Status Females 15 Years And Over Divorced,846,512,14.9,7.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,256,145,256,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",29,61,11.3,21.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",18,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",75,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,159,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",123,86,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",35,37,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,144,113,144,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,60,73,41.7,39.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,23,0.0,27.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,23,0.0,27.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,23,0.0,27.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,60,73,41.7,39.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,60,73,60,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,60,73,100.0,46.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,23,0.0,46.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3857,987,3857,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",227,126,5.9,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,363,206,9.4,4.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1513,427,39.2,11.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),475,173,12.3,5.0
