Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,688,106,688,(X)
Estimate Households By Type Total Households Married-Couple Household,402,78,58.4,8.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,136,45,19.8,6.2
Estimate Households By Type Total Households Cohabiting Couple Household,39,20,5.7,3.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,20,16,2.9,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",99,63,14.4,8.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",2,5,0.3,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",97,63,14.1,8.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",25,22,3.6,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",148,61,21.5,8.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",22,15,3.2,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",96,53,14.0,7.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",76,49,11.0,6.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,201,55,29.2,7.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,254,71,36.9,8.6
Estimate Households By Type Total Households Average Household Size,2.41,0.24,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.94,0.27,(X),(X)
Estimate Relationship Population In Households,1661,228,1661,(X)
Estimate Relationship Population In Households Householder,688,106,41.4,4.1
Estimate Relationship Population In Households Spouse,396,74,23.8,3.2
Estimate Relationship Population In Households Unmarried Partner,40,22,2.4,1.3
Estimate Relationship Population In Households Child,503,119,30.3,5.1
Estimate Relationship Population In Households Other Relatives,27,23,1.6,1.4
Estimate Relationship Population In Households Other Nonrelatives,7,12,0.4,0.7
Estimate Marital Status Males 15 Years And Over,616,112,616,(X)
Estimate Marital Status Males 15 Years And Over Never Married,139,68,22.6,8.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",387,75,62.8,7.1
Estimate Marital Status Males 15 Years And Over Separated,0,12,0.0,5.5
Estimate Marital Status Males 15 Years And Over Widowed,20,18,3.2,2.9
Estimate Marital Status Males 15 Years And Over Divorced,70,36,11.4,6.0
Estimate Marital Status Females 15 Years And Over,697,102,697,(X)
Estimate Marital Status Females 15 Years And Over Never Married,130,50,18.7,6.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",427,79,61.3,9.1
Estimate Marital Status Females 15 Years And Over Separated,9,13,1.3,1.8
Estimate Marital Status Females 15 Years And Over Widowed,72,47,10.3,6.3
Estimate Marital Status Females 15 Years And Over Divorced,59,32,8.5,4.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,35,31,35,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",8,14,22.9,33.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",57,105,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",91,78,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",110,198,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",182,149,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,190,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,39,32,39,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,14,16,35.9,29.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,12,0.0,49.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,6,11,15.4,29.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,12,0.0,49.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,8,11,20.5,24.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,14,16,14,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,14,16,100.0,82.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,14,16,100.0,82.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,424,106,424,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",17,15,4.0,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,10,11,2.4,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),254,85,59.9,10.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),70,34,16.5,7.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,73,37,17.2,8.5
Estimate Educational Attainment Population 25 Years And Over,1173,165,1173,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,14,17,1.2,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",87,47,7.4,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),475,121,40.5,7.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",285,75,24.3,5.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,92,35,7.8,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,165,53,14.1,4.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,55,29,4.7,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1072,156,91.4,3.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,220,63,18.8,4.9
Estimate Veteran Status Civilian Population 18 Years And Over,1236,176,1236,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,112,42,9.1,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1661,228,1661,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,279,83,16.8,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,425,117,425,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,57,46,13.4,9.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,882,160,882,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,101,42,11.5,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,354,97,354,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,121,51,34.2,11.8
Estimate Residence 1 Year Ago Population 1 Year And Over,1637,225,1637,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1402,207,85.6,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),235,112,14.4,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,231,111,14.1,6.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,135,99,8.2,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,96,62,5.9,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,74,50,4.5,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,22,28,1.3,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,4,8,0.2,0.5
Estimate Place Of Birth Total Population,1661,228,1661,(X)
Estimate Place Of Birth Total Population Native,1619,224,97.5,2.5
Estimate Place Of Birth Total Population Native Born In United States,1607,222,96.7,2.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1309,193,78.8,5.2
Estimate Place Of Birth Total Population Native Born In United States Different State,298,91,17.9,4.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",12,14,0.7,0.8
Estimate Place Of Birth Total Population Foreign Born,42,43,2.5,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,42,43,42,(X)
