Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4346,368,4346,(X)
Estimate Households By Type Total Households Married-Couple Household,3449,323,79.4,4.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2687,255,61.8,5.9
Estimate Households By Type Total Households Cohabiting Couple Household,113,85,2.6,1.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,113,85,2.6,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",305,138,7.0,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",135,105,3.1,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",129,80,3.0,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,24,0.0,0.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",479,132,11.0,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",331,100,7.6,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",114,77,2.6,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,24,0.0,0.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3311,295,76.2,5.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,17,18,0.4,0.4
Estimate Households By Type Total Households Average Household Size,3.38,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.46,0.21,(X),(X)
Estimate Relationship Population In Households,14709,1180,14709,(X)
Estimate Relationship Population In Households Householder,4346,368,29.5,1.7
Estimate Relationship Population In Households Spouse,3072,268,20.9,1.5
Estimate Relationship Population In Households Unmarried Partner,237,239,1.6,1.6
Estimate Relationship Population In Households Child,6823,709,46.4,2.5
Estimate Relationship Population In Households Other Relatives,128,98,0.9,0.7
Estimate Relationship Population In Households Other Nonrelatives,103,93,0.7,0.6
Estimate Marital Status Males 15 Years And Over,10402,582,10402,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6036,435,58.0,2.8
