Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11518,528,11518,(X)
Estimate Households By Type Total Households Married-Couple Household,6993,546,60.7,3.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3537,406,30.7,3.5
Estimate Households By Type Total Households Cohabiting Couple Household,1095,244,9.5,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,704,219,6.1,2.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1164,270,10.1,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",251,135,2.2,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",561,162,4.9,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",140,69,1.2,0.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2266,392,19.7,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",737,208,6.4,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",741,241,6.4,2.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",493,236,4.3,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,6092,403,52.9,3.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2186,307,19.0,2.5
Estimate Households By Type Total Households Average Household Size,3.59,0.16,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.85,0.17,(X),(X)
Estimate Relationship Population In Households,41406,787,41406,(X)
Estimate Relationship Population In Households Householder,11518,528,27.8,1.2
Estimate Relationship Population In Households Spouse,6777,522,16.4,1.2
Estimate Relationship Population In Households Unmarried Partner,1145,282,2.8,0.7
Estimate Relationship Population In Households Child,15241,622,36.8,1.4
Estimate Relationship Population In Households Other Relatives,5606,716,13.5,1.7
Estimate Relationship Population In Households Other Nonrelatives,1119,368,2.7,0.9
Estimate Marital Status Males 15 Years And Over,15107,686,15107,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5148,521,34.1,2.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",8026,568,53.1,3.4
Estimate Marital Status Males 15 Years And Over Separated,253,157,1.7,1.0
Estimate Marital Status Males 15 Years And Over Widowed,220,92,1.5,0.6
Estimate Marital Status Males 15 Years And Over Divorced,1460,320,9.7,2.1
Estimate Marital Status Females 15 Years And Over,15740,675,15740,(X)
Estimate Marital Status Females 15 Years And Over Never Married,5101,534,32.4,2.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",7853,546,49.9,3.2
Estimate Marital Status Females 15 Years And Over Separated,486,180,3.1,1.1
Estimate Marital Status Females 15 Years And Over Widowed,986,293,6.3,1.8
Estimate Marital Status Females 15 Years And Over Divorced,1314,276,8.3,1.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,538,176,538,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",211,99,39.2,13.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",38,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",49,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",11,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",77,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",35,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1961,440,1961,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,317,138,16.2,7.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,111,101,5.7,5.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,148,85,7.5,4.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,26,0.0,1.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,58,47,3.0,2.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,317,138,317,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,193,90,60.9,12.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,142,92,44.8,21.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,12680,695,12680,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",620,208,4.9,1.6
