Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,460,84,460,(X)
Estimate Households By Type Total Households Married-Couple Household,203,57,44.1,10.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,104,39,22.6,7.8
Estimate Households By Type Total Households Cohabiting Couple Household,14,12,3.0,2.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,10,10,2.2,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",111,54,24.1,9.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,14,0.0,9.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",111,54,24.1,9.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",52,39,11.3,7.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",132,51,28.7,10.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",22,22,4.8,5.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",82,46,17.8,8.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",66,43,14.3,8.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,142,41,30.9,8.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,189,65,41.1,10.6
Estimate Households By Type Total Households Average Household Size,2.65,0.42,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.53,0.47,(X),(X)
Estimate Relationship Population In Households,1217,221,1217,(X)
Estimate Relationship Population In Households Householder,460,84,37.8,6.0
Estimate Relationship Population In Households Spouse,198,53,16.3,3.5
Estimate Relationship Population In Households Unmarried Partner,13,11,1.1,0.9
Estimate Relationship Population In Households Child,385,108,31.6,5.3
Estimate Relationship Population In Households Other Relatives,82,48,6.7,3.7
Estimate Relationship Population In Households Other Nonrelatives,79,55,6.5,3.9
Estimate Marital Status Males 15 Years And Over,562,114,562,(X)
Estimate Marital Status Males 15 Years And Over Never Married,203,74,36.1,9.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",248,59,44.1,9.3
Estimate Marital Status Males 15 Years And Over Separated,20,22,3.6,3.8
Estimate Marital Status Males 15 Years And Over Widowed,64,43,11.4,6.9
Estimate Marital Status Males 15 Years And Over Divorced,27,25,4.8,4.3
Estimate Marital Status Females 15 Years And Over,414,92,414,(X)
Estimate Marital Status Females 15 Years And Over Never Married,87,46,21.0,9.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",206,63,49.8,10.8
Estimate Marital Status Females 15 Years And Over Separated,32,20,7.7,4.5
Estimate Marital Status Females 15 Years And Over Widowed,60,40,14.5,8.9
Estimate Marital Status Females 15 Years And Over Divorced,29,27,7.0,6.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,12,12,12,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",1,3,8.3,31.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",11,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",52,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,589,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",152,134,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,325,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,9,11,9,(X)
