Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4766,403,4766,(X)
Estimate Households By Type Total Households Married-Couple Household,1544,278,32.4,4.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,666,236,14.0,4.3
Estimate Households By Type Total Households Cohabiting Couple Household,399,111,8.4,2.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,48,40,1.0,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1286,163,27.0,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",60,50,1.3,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",989,164,20.8,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",130,63,2.7,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1537,287,32.2,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",166,80,3.5,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1066,257,22.4,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",109,59,2.3,1.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1100,269,23.1,4.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,625,114,13.1,2.5
Estimate Households By Type Total Households Average Household Size,2.21,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.18,0.19,(X),(X)
Estimate Relationship Population In Households,10532,1059,10532,(X)
Estimate Relationship Population In Households Householder,4766,403,45.3,2.7
Estimate Relationship Population In Households Spouse,1611,262,15.3,1.8
Estimate Relationship Population In Households Unmarried Partner,431,131,4.1,1.3
Estimate Relationship Population In Households Child,2287,407,21.7,2.8
Estimate Relationship Population In Households Other Relatives,753,385,7.1,3.3
Estimate Relationship Population In Households Other Nonrelatives,684,212,6.5,2.0
Estimate Marital Status Males 15 Years And Over,5425,523,5425,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2730,377,50.3,5.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1791,306,33.0,4.5
Estimate Marital Status Males 15 Years And Over Separated,132,87,2.4,1.6
Estimate Marital Status Males 15 Years And Over Widowed,79,58,1.5,1.1
Estimate Marital Status Males 15 Years And Over Divorced,693,182,12.8,3.1
Estimate Marital Status Females 15 Years And Over,5251,668,5251,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2686,512,51.2,5.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1665,270,31.7,5.1
Estimate Marital Status Females 15 Years And Over Separated,126,82,2.4,1.6
Estimate Marital Status Females 15 Years And Over Widowed,199,77,3.8,1.3
Estimate Marital Status Females 15 Years And Over Divorced,575,222,11.0,3.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,184,136,184,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",57,118,31.0,51.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",20,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",44,29,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",43,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",69,41,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,56,43,56,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,16,22,28.6,41.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,4,7,7.1,14.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,16,0.0,31.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,12,21,21.4,38.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,16,0.0,31.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,16,22,16,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,12,21,75.0,61.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,4,7,25.0,61.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3853,490,3853,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",196,113,5.1,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,236,151,6.1,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),692,208,18.0,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),368,136,9.6,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2361,354,61.3,5.8
Estimate Educational Attainment Population 25 Years And Over,7785,805,7785,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,791,227,10.2,2.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",411,133,5.3,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1688,341,21.7,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1442,314,18.5,3.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,422,117,5.4,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1797,492,23.1,5.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1234,227,15.9,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,6583,716,84.6,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3031,512,38.9,5.3
Estimate Veteran Status Civilian Population 18 Years And Over,10258,872,10258,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,470,126,4.6,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,12332,1094,12332,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1521,313,12.3,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2074,419,2074,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,51,42,2.5,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,9387,857,9387,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1136,274,12.1,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,871,152,871,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,334,109,38.3,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over,12384,1190,12384,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9594,1097,77.5,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2790,610,22.5,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2631,605,21.2,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1240,333,10.0,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1391,409,11.2,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,673,219,5.4,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,718,275,5.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,159,90,1.3,0.7
Estimate Place Of Birth Total Population,12531,1197,12531,(X)
Estimate Place Of Birth Total Population Native,10346,904,82.6,2.9
Estimate Place Of Birth Total Population Native Born In United States,10002,777,79.8,4.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5867,632,46.8,4.7
Estimate Place Of Birth Total Population Native Born In United States Different State,4135,495,33.0,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",344,312,2.7,2.3
Estimate Place Of Birth Total Population Foreign Born,2185,481,17.4,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,2185,481,2185,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,689,166,31.5,9.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1496,491,68.5,9.9
Estimate Year Of Entry Population Born Outside The United States,2529,669,2529,(X)
Estimate Year Of Entry Population Born Outside The United States Native,344,312,344,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,224,302,65.1,40.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,120,75,34.9,40.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2185,481,2185,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,862,374,39.5,10.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1323,237,60.5,10.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2185,481,2185,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",195,187,8.9,7.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",591,139,27.0,7.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",71,47,3.2,2.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,16,0.0,1.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1306,406,59.8,9.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",22,32,1.0,1.4
Estimate Language Spoken At Home Population 5 Years And Over,11712,1097,11712,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8154,727,69.6,5.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,3558,832,30.4,5.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1654,404,14.1,2.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2447,586,20.9,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1161,347,9.9,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,571,531,4.9,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",93,131,0.8,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,498,192,4.3,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",384,126,3.3,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,42,30,0.4,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",16,19,0.1,0.2
Estimate Ancestry Total Population,12531,1197,12531,(X)
Estimate Ancestry Total Population American,526,192,4.2,1.5
Estimate Ancestry Total Population Arab,95,81,0.8,0.6
Estimate Ancestry Total Population Czech,49,41,0.4,0.3
Estimate Ancestry Total Population Danish,0,16,0.0,0.2
Estimate Ancestry Total Population Dutch,32,34,0.3,0.3
Estimate Ancestry Total Population English,815,207,6.5,1.7
Estimate Ancestry Total Population French (Except Basque),425,165,3.4,1.3
Estimate Ancestry Total Population French Canadian,19,27,0.2,0.2
Estimate Ancestry Total Population German,1492,534,11.9,3.6
Estimate Ancestry Total Population Greek,5,9,0.0,0.1
Estimate Ancestry Total Population Hungarian,65,39,0.5,0.3
Estimate Ancestry Total Population Irish,1093,246,8.7,2.1
Estimate Ancestry Total Population Italian,311,147,2.5,1.2
Estimate Ancestry Total Population Lithuanian,0,16,0.0,0.2
Estimate Ancestry Total Population Norwegian,37,35,0.3,0.3
Estimate Ancestry Total Population Polish,102,55,0.8,0.4
Estimate Ancestry Total Population Portuguese,20,29,0.2,0.2
Estimate Ancestry Total Population Russian,53,55,0.4,0.5
Estimate Ancestry Total Population Scotch-Irish,91,53,0.7,0.4
Estimate Ancestry Total Population Scottish,158,64,1.3,0.5
Estimate Ancestry Total Population Slovak,8,14,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,88,51,0.7,0.4
Estimate Ancestry Total Population Swedish,138,64,1.1,0.5
Estimate Ancestry Total Population Swiss,0,16,0.0,0.2
Estimate Ancestry Total Population Ukrainian,4,6,0.0,0.1
Estimate Ancestry Total Population Welsh,27,29,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),19,40,0.2,0.3
Estimate Computers And Internet Use Total Households,4766,403,4766,(X)
Estimate Computers And Internet Use Total Households With A Computer,4370,431,91.7,2.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3954,386,83.0,3.8
