Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,58,22,58,(X)
Estimate Households By Type Total Households Married-Couple Household,29,19,50.0,22.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,19,16,32.8,23.2
Estimate Households By Type Total Households Cohabiting Couple Household,10,7,17.2,10.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,3,5,5.2,8.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",10,7,17.2,12.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,9,0.0,28.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",4,5,6.9,9.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,9,0.0,28.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",9,9,15.5,12.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,9,0.0,28.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",9,9,15.5,12.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",3,4,5.2,6.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,22,17,37.9,22.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,11,7,19.0,10.8
Estimate Households By Type Total Households Average Household Size,3.28,1.26,(X),(X)
Estimate Households By Type Total Households Average Family Size,4.16,1.69,(X),(X)
Estimate Relationship Population In Households,190,112,190,(X)
Estimate Relationship Population In Households Householder,58,22,30.5,13.9
Estimate Relationship Population In Households Spouse,33,21,17.4,5.8
Estimate Relationship Population In Households Unmarried Partner,12,8,6.3,5.1
Estimate Relationship Population In Households Child,79,78,41.6,20.2
Estimate Relationship Population In Households Other Relatives,8,7,4.2,4.8
Estimate Relationship Population In Households Other Nonrelatives,0,9,0.0,10.0
Estimate Marital Status Males 15 Years And Over,69,35,69,(X)
Estimate Marital Status Males 15 Years And Over Never Married,22,22,31.9,17.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",29,19,42.0,12.9
Estimate Marital Status Males 15 Years And Over Separated,0,9,0.0,24.8
Estimate Marital Status Males 15 Years And Over Widowed,0,9,0.0,24.8
Estimate Marital Status Males 15 Years And Over Divorced,18,8,26.1,19.2
Estimate Marital Status Females 15 Years And Over,61,25,61,(X)
Estimate Marital Status Females 15 Years And Over Never Married,8,7,13.1,11.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",33,22,54.1,22.2
Estimate Marital Status Females 15 Years And Over Separated,0,9,0.0,27.3
Estimate Marital Status Females 15 Years And Over Widowed,3,5,4.9,8.9
Estimate Marital Status Females 15 Years And Over Divorced,17,11,27.9,17.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,9,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,9,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,736,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,411,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,1000,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,432,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,9,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,9,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,9,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,9,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,9,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,9,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,9,0,(X)
