Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,203,107,203,(X)
Estimate Households By Type Total Households Married-Couple Household,65,40,32.0,26.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,10,12,4.9,7.1
Estimate Households By Type Total Households Cohabiting Couple Household,77,91,37.9,34.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,12,0.0,14.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",33,44,16.3,23.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,12,0.0,14.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",33,44,16.3,23.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,12,0.0,14.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",28,44,13.8,21.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,12,0.0,14.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",28,44,13.8,21.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",28,44,13.8,21.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,10,12,4.9,7.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,121,101,59.6,27.4
Estimate Households By Type Total Households Average Household Size,2.13,0.70,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.46,0.79,(X),(X)
Estimate Relationship Population In Households,432,218,432,(X)
Estimate Relationship Population In Households Householder,203,107,47.0,14.5
Estimate Relationship Population In Households Spouse,66,42,15.3,9.5
Estimate Relationship Population In Households Unmarried Partner,69,93,16.0,17.9
Estimate Relationship Population In Households Child,28,30,6.5,7.8
Estimate Relationship Population In Households Other Relatives,66,75,15.3,17.0
Estimate Relationship Population In Households Other Nonrelatives,0,12,0.0,7.2
Estimate Marital Status Males 15 Years And Over,246,124,246,(X)
Estimate Marital Status Males 15 Years And Over Never Married,26,22,10.6,11.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",65,39,26.4,14.1
Estimate Marital Status Males 15 Years And Over Separated,0,12,0.0,12.4
Estimate Marital Status Males 15 Years And Over Widowed,6,13,2.4,5.3
Estimate Marital Status Males 15 Years And Over Divorced,149,103,60.6,19.9
Estimate Marital Status Females 15 Years And Over,191,110,191,(X)
Estimate Marital Status Females 15 Years And Over Never Married,9,14,4.7,7.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",66,43,34.6,27.4
Estimate Marital Status Females 15 Years And Over Separated,0,12,0.0,15.6
Estimate Marital Status Females 15 Years And Over Widowed,97,101,50.8,34.6
Estimate Marital Status Females 15 Years And Over Divorced,19,26,9.9,15.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,12,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,12,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,989,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,680,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,989,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,938,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,12,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,12,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,12,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,12,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,28,30,28,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,12,0.0,56.0
