Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2014,259,2014,(X)
Estimate Households By Type Total Households Married-Couple Household,1112,222,55.2,8.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,339,149,16.8,6.9
Estimate Households By Type Total Households Cohabiting Couple Household,71,57,3.5,2.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,36,44,1.8,2.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",392,149,19.5,7.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",17,18,0.8,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",219,86,10.9,4.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",64,41,3.2,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",439,123,21.8,5.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",69,60,3.4,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",286,111,14.2,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",210,100,10.4,4.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,577,176,28.6,7.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,866,174,43.0,7.5
Estimate Households By Type Total Households Average Household Size,2.64,0.24,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.90,0.24,(X),(X)
Estimate Relationship Population In Households,5326,818,5326,(X)
Estimate Relationship Population In Households Householder,2014,259,37.8,3.4
Estimate Relationship Population In Households Spouse,1046,206,19.6,2.9
Estimate Relationship Population In Households Unmarried Partner,93,76,1.7,1.3
Estimate Relationship Population In Households Child,1298,313,24.4,3.8
Estimate Relationship Population In Households Other Relatives,457,207,8.6,3.6
Estimate Relationship Population In Households Other Nonrelatives,418,273,7.8,4.8
Estimate Marital Status Males 15 Years And Over,2299,433,2299,(X)
Estimate Marital Status Males 15 Years And Over Never Married,678,262,29.5,7.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1092,221,47.5,8.8
Estimate Marital Status Males 15 Years And Over Separated,58,60,2.5,2.6
Estimate Marital Status Males 15 Years And Over Widowed,90,59,3.9,2.5
Estimate Marital Status Males 15 Years And Over Divorced,381,158,16.6,5.9
Estimate Marital Status Females 15 Years And Over,2083,317,2083,(X)
Estimate Marital Status Females 15 Years And Over Never Married,342,151,16.4,6.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1108,211,53.2,8.1
Estimate Marital Status Females 15 Years And Over Separated,74,80,3.6,3.6
Estimate Marital Status Females 15 Years And Over Widowed,297,115,14.3,5.2
Estimate Marital Status Females 15 Years And Over Divorced,262,103,12.6,4.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,24,24,24,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,18,0.0,65.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,68,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",23,24,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,386,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",53,60,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,70,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,192,129,192,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,39,66,20.3,32.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,18,0.0,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,18,0.0,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,18,0.0,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,39,66,20.3,32.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,39,66,39,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,23,40,59.0,12.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,39,66,100.0,51.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,928,280,928,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",45,36,4.8,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,51,57,5.5,6.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),353,144,38.0,11.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),329,185,35.5,14.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,150,83,16.2,8.4
Estimate Educational Attainment Population 25 Years And Over,3624,520,3624,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,182,59,5.0,1.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",548,193,15.1,4.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1450,254,40.0,5.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",645,193,17.8,5.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,331,184,9.1,4.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,265,120,7.3,3.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,203,146,5.6,3.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2894,459,79.9,5.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,468,179,12.9,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,4164,572,4164,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,385,145,9.2,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5324,819,5324,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1562,322,29.3,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1160,350,1160,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,242,143,20.9,11.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2971,523,2971,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,591,205,19.9,6.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1193,243,1193,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,729,190,61.1,8.7
Estimate Residence 1 Year Ago Population 1 Year And Over,5313,820,5313,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4902,797,92.3,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),411,249,7.7,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,411,249,7.7,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,324,243,6.1,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,87,61,1.6,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,80,59,1.5,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,7,10,0.1,0.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,18,0.0,0.7
Estimate Place Of Birth Total Population,5331,820,5331,(X)
Estimate Place Of Birth Total Population Native,5319,822,99.8,0.4
Estimate Place Of Birth Total Population Native Born In United States,5319,822,99.8,0.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4296,740,80.6,4.6
Estimate Place Of Birth Total Population Native Born In United States Different State,1023,272,19.2,4.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,18,0.0,0.7
Estimate Place Of Birth Total Population Foreign Born,12,21,0.2,0.4
Estimate U.S. Citizenship Status Foreign-Born Population,12,21,12,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,0,18,0.0,92.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,12,21,100.0,92.0
Estimate Year Of Entry Population Born Outside The United States,12,21,12,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,18,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,18,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,18,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,12,21,12,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,18,0.0,92.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,12,21,100.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",12,21,12,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,18,0.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,18,0.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,18,0.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,18,0.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",12,21,100.0,92.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,18,0.0,92.0
Estimate Language Spoken At Home Population 5 Years And Over,4923,722,4923,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4892,728,99.4,1.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,31,50,0.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",4,7,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,31,50,0.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",4,7,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,0,18,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,18,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,18,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,18,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,18,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,18,0.0,0.8
Estimate Ancestry Total Population,5331,820,5331,(X)
Estimate Ancestry Total Population American,1408,587,26.4,9.4
Estimate Ancestry Total Population Arab,0,18,0.0,0.7
Estimate Ancestry Total Population Czech,0,18,0.0,0.7
Estimate Ancestry Total Population Danish,0,18,0.0,0.7
Estimate Ancestry Total Population Dutch,116,79,2.2,1.5
Estimate Ancestry Total Population English,457,194,8.6,3.6
Estimate Ancestry Total Population French (Except Basque),187,237,3.5,4.5
Estimate Ancestry Total Population French Canadian,0,18,0.0,0.7
Estimate Ancestry Total Population German,765,404,14.4,6.9
Estimate Ancestry Total Population Greek,0,18,0.0,0.7
Estimate Ancestry Total Population Hungarian,0,18,0.0,0.7
Estimate Ancestry Total Population Irish,619,228,11.6,4.1
Estimate Ancestry Total Population Italian,380,352,7.1,6.3
Estimate Ancestry Total Population Lithuanian,0,18,0.0,0.7
Estimate Ancestry Total Population Norwegian,0,18,0.0,0.7
Estimate Ancestry Total Population Polish,2,4,0.0,0.1
Estimate Ancestry Total Population Portuguese,0,18,0.0,0.7
Estimate Ancestry Total Population Russian,0,18,0.0,0.7
Estimate Ancestry Total Population Scotch-Irish,17,20,0.3,0.4
Estimate Ancestry Total Population Scottish,114,103,2.1,2.0
Estimate Ancestry Total Population Slovak,0,18,0.0,0.7
Estimate Ancestry Total Population Subsaharan African,0,18,0.0,0.7
Estimate Ancestry Total Population Swedish,30,35,0.6,0.7
Estimate Ancestry Total Population Swiss,0,18,0.0,0.7
Estimate Ancestry Total Population Ukrainian,0,18,0.0,0.7
Estimate Ancestry Total Population Welsh,10,17,0.2,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,18,0.0,0.7
Estimate Computers And Internet Use Total Households,2014,259,2014,(X)
Estimate Computers And Internet Use Total Households With A Computer,1566,244,77.8,6.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1390,238,69.0,7.7
